"Authors","Year","Title","Journal","Doi","URL","Human","No access","Lat_Deg","Lat_Min","Lat_Sec","Lat_NS","Lon_Deg","Lon_Min","Lon_Sec","Lon_EW","Location","Habitat","Target_Habitat","Experiment","Sample_Diameter_mm","Sample_Area_mm2","Sample_Depth_mm","Sample_Volume_mm3","Sample_Weight_g","Number_Sites","Samples_Per_Site","Total_Number_Samples","Method","Method_Volume_mm3","Method_Volume_Fraction","Method_Weight_g","Total_Seeds","Total_Species","Seed_density_m2","Seed_density_litre","Pos_Species","Neg_Species","Comments","Action required","","","","","","","","","","","","","",""
"Cardina, J; Herms, CP; Doohan, DJ","2002","Crop rotation and tillage system effects on weed seedbanks","WEED SCIENCE","10.1614/0043-1745(2002)050[0448:CRATSE]2.0.CO;2","http://doi.org/10.1614/0043-1745(2002)050[0448:CRATSE]2.0.CO;2","JK","","41.1958","","","","-83.7872","","","","Hoytville, Ohio","Arable","","","35","","100","","","3","162","","Emergence","","","","","45","","","","","","","","","","","","","","","","","","","",""
"Spencer, DF; Ksander, GG","2002","Sedimentation disrupts natural regeneration of Zannichellia palustris in Fall River, California","AQUATIC BOTANY","10.1016/S0304-3770(02)00016-5","http://doi.org/10.1016/S0304-3770(02)00016-5","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fensham, RJ; Fairfax, RJ; Holman, JE","2002","Response of a rare herb (Trioncinia retroflexa) from semi-arid tropical grassland to occasional fire and grazing","AUSTRAL ECOLOGY","10.1046/j.1442-9993.2002.01180.x","http://doi.org/10.1046/j.1442-9993.2002.01180.x","EL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Villagra, PE; Marone, L; Cony, MA","2002","Mechanisms affecting the fate of Prosopis flexuosa (Fabaceae, Mimosoideae) seeds during early secondary dispersal in the Monte Desert, Argentina","AUSTRAL ECOLOGY","10.1046/j.1442-9993.2002.01195.x","http://doi.org/10.1046/j.1442-9993.2002.01195.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Facelli, JM; Temby, AM","2002","Multiple effects of shrubs on annual plant communities in arid lands of South Australia","AUSTRAL ECOLOGY","10.1046/j.1442-9993.2002.01196.x","http://doi.org/10.1046/j.1442-9993.2002.01196.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Emailed authors.","","","","","","","","","","","","","",""
"Oswald, A; Ransom, JK; Kroschel, J; Sauerborn, J","2002","Intercropping controls Striga in maize based farming systems","CROP PROTECTION","10.1016/S0261-2194(01)00104-1","http://doi.org/10.1016/S0261-2194(01)00104-1","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fernandez, RJ; Golluscio, RA; Bisigato, AJ; Soriano, A","2002","Gap colonization in the Patagonian semidesert: seed bank and diaspore morphology","ECOGRAPHY","10.1034/j.1600-0587.2002.250310.x","http://doi.org/10.1034/j.1600-0587.2002.250310.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Data currently stuck on floppy disks in offices that can't be reached due to corona restrictions.","","","","","","","","","","","","","",""
"Bakker, JP; Esselink, P; Dijkema, KS; van Duin, WE; de Jong, DJ","2002","Restoration of salt marshes in the Netherlands","HYDROBIOLOGIA","10.1023/A:1021066311728","http://doi.org/10.1023/A:1021066311728","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grootjans, AP; Bakker, JP; Jansen, AJM; Kemmers, RH","2002","Restoration of brook valley meadows in the Netherlands","HYDROBIOLOGIA","10.1023/A:1021030731292","http://doi.org/10.1023/A:1021030731292","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grootjans, AP; Geelen, HWT; Jansen, AJM; Lammerts, EJ","2002","Restoration of coastal dune slacks in the Netherlands","HYDROBIOLOGIA","10.1023/A:1021086832201","http://doi.org/10.1023/A:1021086832201","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nienhuis, PH; Bakker, JP; Grootjans, AP; Gulati, RD; de Jonge, VN","2002","The state of the art of aquatic and semi-aquatic ecological restoration projects in the Netherlands","HYDROBIOLOGIA","10.1023/A:1021090900341","http://doi.org/10.1023/A:1021090900341","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hairston, NG; Kearns, CM","2002","Temporal dispersal: Ecological and evolutionary aspects of zooplankton egg banks and the role of sediment mixing","INTEGRATIVE AND COMPARATIVE BIOLOGY","10.1093/icb/42.3.481","http://doi.org/10.1093/icb/42.3.481","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Moorcroft, D; Whittingham, MJ; Bradbury, RB; Wilson, JD","2002","The selection of stubble fields by wintering granivorous birds reflects vegetation cover and food abundance","JOURNAL OF APPLIED ECOLOGY","10.1046/j.1365-2664.2002.00730.x","http://doi.org/10.1046/j.1365-2664.2002.00730.x","JK","","52.610316","","","","-1.090168","","","","lowland farms in central England","Arable","","","150","","3","","","27","20","","Extraction","","","","","21","502.7667","","","","","","","","","","","","","","","","","","",""
"Lortie, CJ; Turkington, R","2002","The effect of initial seed density on the structure of a desert annual plant community","JOURNAL OF ECOLOGY","10.1046/j.1365-2745.2002.00686.x","http://doi.org/10.1046/j.1365-2745.2002.00686.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dalling, JW; Hubbell, SP","2002","Seed size, growth rate and gap microsite conditions as determinants of recruitment success for pioneer species","JOURNAL OF ECOLOGY","10.1046/j.1365-2745.2002.00695.x","http://doi.org/10.1046/j.1365-2745.2002.00695.x","JK","","9","10","","N","79","51","","W","Barro Colorado Nature Monument, Panama","Forest","","","103","","60","","","5","21","","Emergence","","","","","38","1842","","","","","","","","","","","","","","","","","","",""
"Burnside, NG; Smith, RF; Waite, S","2002","Habitat suitability modelling for calcareous grassland restoration on the South Downs, United Kingdom","JOURNAL OF ENVIRONMENTAL MANAGEMENT","10.1006/jema.2002.0546","http://doi.org/10.1006/jema.2002.0546","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"England, PR; Usher, AV; Whelan, RJ; Ayre, DJ","2002","Microsatellite diversity and genetic structure of fragmented populations of the rare, fire-dependent shrub Grevillea macleayana","MOLECULAR ECOLOGY","10.1046/j.1365-294X.2002.01500.x","http://doi.org/10.1046/j.1365-294X.2002.01500.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Peterson, BJ; Rose, CD; Rutten, LM; Fourqurean, JW","2002","Disturbance and recovery following catastrophic grazing: studies of a successional chronosequence in a seagrass bed","OIKOS","10.1034/j.1600-0706.2002.970306.x","http://doi.org/10.1034/j.1600-0706.2002.970306.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Joy, DA; Young, DR","2002","Promotion of mid-successional seedling recruitment and establishment by Juniperus virginiana in a coastal environment","PLANT ECOLOGY","10.1023/A:1015812923216","http://doi.org/10.1023/A:1015812923216","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mulligan, MK; Kirkman, LK","2002","Burning influences on wiregrass (Aristida beyrichiana) restoration plantings: Natural seedling recruitment and survival","RESTORATION ECOLOGY","10.1046/j.1526-100X.2002.00041.x","http://doi.org/10.1046/j.1526-100X.2002.00041.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"McCauley, RA; Ungar, IA","2002","Demographic analysis of a disjunct population of Froelichia floridana in the mid-Ohio River Valley","RESTORATION ECOLOGY","10.1046/j.1526-100X.2002.02021.x","http://doi.org/10.1046/j.1526-100X.2002.02021.x","EL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Combroux, ICS; Bornette, G; Amoros, C","2002","Plant regenerative strategies after a major disturbance: The case of a riverine wetland restoration","WETLANDS","10.1672/0277-5212(2002)022[0234:PRSAAM]2.0.CO;2","http://doi.org/10.1672/0277-5212(2002)022[0234:PRSAAM]2.0.CO;2","EL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"De las Heras, J; Martinez-Sanchez, JJ; Gonzalez-Ochoa, AI; Ferrandis, P; Herranz, JM","2002","Establishment of Pinus halepensis Mill. saplings following fire: effects of competition with shrub species","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","10.1016/S1146-609X(02)01138-4","http://doi.org/10.1016/S1146-609X(02)01138-4","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wolters, M; Bakker, JP","2002","Soil seed bank and driftline composition along a successional gradient on a temperate salt marsh","APPLIED VEGETATION SCIENCE","10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","http://doi.org/10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","JK","","53","30","","N","6","10","","E","Wadden Sea, Netherlands","Wetland","","","70","","100","","","1","60","","Emergence","","","","2418","11","","","","","","","","","","","","","","","","","","","",""
"Wolters, M; Bakker, JP","2002","Soil seed bank and driftline composition along a successional gradient on a temperate salt marsh","APPLIED VEGETATION SCIENCE","10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","http://doi.org/10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","JK","","53","30","","N","6","10","","E","Wadden Sea, Netherlands","Wetland","","","70","","100","","","1","60","","Emergence","","","","4732","16","","","","","","","","","","","","","","","","","","","",""
"Wolters, M; Bakker, JP","2002","Soil seed bank and driftline composition along a successional gradient on a temperate salt marsh","APPLIED VEGETATION SCIENCE","10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","http://doi.org/10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","JK","","53","30","","N","6","10","","E","Wadden Sea, Netherlands","Wetland","","","70","","100","","","1","60","","Emergence","","","","1574","17","","","","","","","","","","","","","","","","","","","",""
"Wolters, M; Bakker, JP","2002","Soil seed bank and driftline composition along a successional gradient on a temperate salt marsh","APPLIED VEGETATION SCIENCE","10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","http://doi.org/10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","JK","","53","30","","N","6","10","","E","Wadden Sea, Netherlands","Wetland","","","70","","100","","","1","60","","Emergence","","","","1284","14","","","","","","","","","","","","","","","","","","","",""
"Wolters, M; Bakker, JP","2002","Soil seed bank and driftline composition along a successional gradient on a temperate salt marsh","APPLIED VEGETATION SCIENCE","10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","http://doi.org/10.1658/1402-2001(2002)005[0055:SSBADC]2.0.CO;2","JK","","53","30","","N","6","10","","E","Wadden Sea, Netherlands","Wetland","","","70","","100","","","1","60","","Emergence","","","","6038","14","","","","","","","","","","","","","","","","","","","",""
"Mitlacher, K; Poschlod, P; Rosen, E; Bakker, JP","2002","Restoration of wooded meadows - a comparative analysis along a chronosequence on Oland (Sweden)","APPLIED VEGETATION SCIENCE","10.1111/j.1654-109X.2002.tb00536.x","http://doi.org/10.1111/j.1654-109X.2002.tb00536.x","JK","","56","44","","N","16","36","","E","Borg, Öland","Grassland","","","40","","100","","","1","100","","Emergence","","","","4830","45","","","","","","","","","","","","","","","","","","","",""
"Mitlacher, K; Poschlod, P; Rosen, E; Bakker, JP","2002","Restoration of wooded meadows - a comparative analysis along a chronosequence on Oland (Sweden)","APPLIED VEGETATION SCIENCE","10.1111/j.1654-109X.2002.tb00536.x","http://doi.org/10.1111/j.1654-109X.2002.tb00536.x","JK","","56","44","","N","16","36","","E","Borg, Öland","Grassland","","","40","","100","","","1","100","","Emergence","","","","4599","42","","","","","","","","","","","","","","","","","","","",""
"Mitlacher, K; Poschlod, P; Rosen, E; Bakker, JP","2002","Restoration of wooded meadows - a comparative analysis along a chronosequence on Oland (Sweden)","APPLIED VEGETATION SCIENCE","10.1111/j.1654-109X.2002.tb00536.x","http://doi.org/10.1111/j.1654-109X.2002.tb00536.x","JK","","56","44","","N","16","36","","E","Borg, Öland","Forest","Grassland","","40","","100","","","1","100","","Emergence","","","","2483","29","","","","","","","","","","","","","","","","","","","",""
"Marriott, CA; Bolton, GR; Barthram, GT; Fisher, JM; Hood, K","2002","Early changes in species composition of upland sown grassland under extensive grazing management","APPLIED VEGETATION SCIENCE","10.1658/1402-2001(2002)005[0087:ECISCO]2.0.CO;2","http://doi.org/10.1658/1402-2001(2002)005[0087:ECISCO]2.0.CO;2","JK","","55","49","","N","3","49","","W","Hartwood, Scotland","Grassland","","","47","","50","","","1","180","","Emergence","","","","","25","","","","","","","","","","","","","","","","","","","",""
"Marriott, CA; Bolton, GR; Barthram, GT; Fisher, JM; Hood, K","2002","Early changes in species composition of upland sown grassland under extensive grazing management","APPLIED VEGETATION SCIENCE","10.1658/1402-2001(2002)005[0087:ECISCO]2.0.CO;2","http://doi.org/10.1658/1402-2001(2002)005[0087:ECISCO]2.0.CO;2","JK","","55","29","","N","2","14","","W","Sourhope, Scotland","Grassland","","","47","","50","","","1","180","","Emergence","","","","","26","","","","","","","","","","","","","","","","","","","",""
"Marriott, CA; Bolton, GR; Barthram, GT; Fisher, JM; Hood, K","2002","Early changes in species composition of upland sown grassland under extensive grazing management","APPLIED VEGETATION SCIENCE","10.1658/1402-2001(2002)005[0087:ECISCO]2.0.CO;2","http://doi.org/10.1658/1402-2001(2002)005[0087:ECISCO]2.0.CO;2","JK","","56","52","","N","2","36","","W","Fasque, Scotland","Grassland","","","47","","50","","","1","180","","Emergence","","","","","18","","","","","","","","","","","","","","","","","","","",""
"Bakker, JP; Elzinga, JA; de Vries, Y","2002","Effects of long-term cutting in a grassland system: perspectives for restoration of plant communities on nutrient-poor soils","APPLIED VEGETATION SCIENCE","10.1658/1402-2001(2002)005[0107:EOLTCI]2.0.CO;2","http://doi.org/10.1658/1402-2001(2002)005[0107:EOLTCI]2.0.CO;2","JK","","53","5","","N","6","40","","E","Loefvledder, Netherlands","Grassland","Grassland","","70","","60","","","1","90","","Emergence","","","","","35","","","","","","","","","","","","","","","","","","","",""
"McQuoid, MR; Godhe, A; Nordberg, K","2002","Viability of phytoplankton resting stages in the sediments of a coastal Swedish fjord","EUROPEAN JOURNAL OF PHYCOLOGY","10.1017/S0967026202003670","http://doi.org/10.1017/S0967026202003670","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nadkarni, NM; Solano, R","2002","Potential effects of climate change on canopy communities in a tropical cloud forest: an experimental approach","OECOLOGIA","10.1007/s00442-002-0899-3","http://doi.org/10.1007/s00442-002-0899-3","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Williams, BJ; Harvey, RG","2002","Influence of simulated seed rain on the seed bank of wildproso millet","WEED SCIENCE","10.1614/0043-1745(2002)050[0340:IOSSRO]2.0.CO;2","http://doi.org/10.1614/0043-1745(2002)050[0340:IOSSRO]2.0.CO;2","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Meekins, JF; McCarthy, BC","2002","Effect of population density on the demography of an invasive plant (Alliaria petiolata, Brassicaceae) population in a southeastern Ohio forest","AMERICAN MIDLAND NATURALIST","10.1674/0003-0031(2002)147[0256:EOPDOT]2.0.CO;2","http://doi.org/10.1674/0003-0031(2002)147[0256:EOPDOT]2.0.CO;2","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bastida, F; Talavera, S","2002","Temporal and spatial patterns of seed dispersal in two Cistus species (Cistaceae)","ANNALS OF BOTANY","10.1093/aob/mcf065","http://doi.org/10.1093/aob/mcf065","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bonis, A; Grillas, P","2002","Deposition, germination and spatio-temporal patterns of charophyte propagule banks: a review","AQUATIC BOTANY","10.1016/S0304-3770(01)00203-0","http://doi.org/10.1016/S0304-3770(01)00203-0","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strykstra, RJ; Bekker, RM; Van Andel, J","2002","Dispersal and life span spectra in plant communities: a key to safe site dynamics, species coexistence and conservation","ECOGRAPHY","10.1034/j.1600-0587.2002.250203.x","http://doi.org/10.1034/j.1600-0587.2002.250203.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kalamees, R; Zobel, M","2002","The role of the seed bank in gap regeneration in a calcareous grassland community","ECOLOGY","10.1890/0012-9658(2002)083[1017:TROTSB]2.0.CO;2","http://doi.org/10.1890/0012-9658(2002)083[1017:TROTSB]2.0.CO;2","AA","","58","35","","N","23","33","","E","Laelatu, Estonia","Grassland","","","40","","100","","","1","1000","","Emergence","","","","2966","51","","","","","","","","","","","","","","","","","","","",""
"Freeman, HA; Van der Merwe, PJA; Subrahmanyam, P; Chiyembekeza, AJ; Kaguongo, W","2002","Assessing adoption potential of new groundnut varieties in Malawi","EXPERIMENTAL AGRICULTURE","10.1017/S0014479702000261","http://doi.org/10.1017/S0014479702000261","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Takakura, K","2002","The specialist seed predator Bruchidius dorsalis (Coleoptera : Bruchidae) plays a crucial role in the seed germination of its host plant, Gleditsia japonica (Leguminosae)","FUNCTIONAL ECOLOGY","10.1046/j.1365-2435.2002.00619.x","http://doi.org/10.1046/j.1365-2435.2002.00619.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Smith, RS; Shiel, RS; Millward, D; Corkhill, P; Sanderson, RA","2002","Soil seed banks and the effects of meadow management on vegetation change in a 10-year meadow field trial","JOURNAL OF APPLIED ECOLOGY","10.1046/j.1365-2664.2002.00715.x","http://doi.org/10.1046/j.1365-2664.2002.00715.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pywell, RF; Bullock, JM; Hopkins, A; Walker, KJ; Sparks, TH; Burke, MJW; Peel, S","2002","Restoration of species-rich grassland on arable land: assessing the limiting processes using a multi-site experiment","JOURNAL OF APPLIED ECOLOGY","10.1046/j.1365-2664.2002.00718.x","http://doi.org/10.1046/j.1365-2664.2002.00718.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kleyer, M","2002","Validation of plant functional types across two contrasting landscapes","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2002.tb02036.x","http://doi.org/10.1111/j.1654-1103.2002.tb02036.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Welling, P; Laine, K","2002","Regeneration by seeds in alpine meadow and heath vegetation in sub-arctic Finland","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2002.tb02042.x","http://doi.org/10.1111/j.1654-1103.2002.tb02042.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kozlowski, TT","2002","Physiological ecology of natural regeneration of harvested and disturbed forest stands: implications for forest management","FOREST ECOLOGY AND MANAGEMENT","10.1016/S0378-1127(00)00712-X","http://doi.org/10.1016/S0378-1127(00)00712-X","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Boedeltje, G; ter Heerdt, GNJ; Bakker, JP","2002","Applying the seedling-emergence method under waterlogged conditions to detect the seed bank of aquatic plants in submerged sediments","AQUATIC BOTANY","10.1016/S0304-3770(01)00224-8","http://doi.org/10.1016/S0304-3770(01)00224-8","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Shelton, MG; Cain, MD","2002","Potential carry-over of seeds from 11 common shrub and vine competitors of loblolly and shortleaf pines","CANADIAN JOURNAL OF FOREST RESEARCH","10.1139/X01-207","http://doi.org/10.1139/X01-207","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dinnetz, P; Nilsson, T","2002","Population viability analysis of Saxifraga cotyledon, a perennial plant with semelparous rosettes","PLANT ECOLOGY","10.1023/A:1015593311183","http://doi.org/10.1023/A:1015593311183","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Humphrey, LD; Schupp, EW","2002","Seedling survival from locally and commercially obtained seeds on two semiarid sites","RESTORATION ECOLOGY","10.1046/j.1526-100X.2002.10109.x","http://doi.org/10.1046/j.1526-100X.2002.10109.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dyer, AR","2002","Burning and grazing management in a California grassland: Effect on bunchgrass seed viability","RESTORATION ECOLOGY","10.1046/j.1526-100X.2002.10111.x","http://doi.org/10.1046/j.1526-100X.2002.10111.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Smith, SM; McCormick, PV; Leeds, JA; Garrett, PB","2002","Constraints of seed bank species composition and water depth for restoring vegetation in the Florida Everglades, USA","RESTORATION ECOLOGY","10.1046/j.1526-100X.2002.10115.x","http://doi.org/10.1046/j.1526-100X.2002.10115.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"De Villiers, AJ; Van Rooyen, MW; Theron, GK","2002","Seed bank classification of the Strandveld Succulent Karoo, South Africa","SEED SCIENCE RESEARCH","10.1079/SSR200198","http://doi.org/10.1079/SSR200198","EL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Limburg, PA; Weider, LJ","2002","Ancient' DNA in the resting egg bank of a microcrustacean can serve as a palaeolimnological database","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","10.1098/rspb.2001.1868","http://doi.org/10.1098/rspb.2001.1868","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Keith, DA","2002","Population dynamics of an endangered heathland shrub, Epacris stuartii (Epacridaceae): Recruitment, establishment and survival","AUSTRAL ECOLOGY","10.1046/j.1442-9993.2002.01160.x","http://doi.org/10.1046/j.1442-9993.2002.01160.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Holmes, PM","2002","Depth distribution and composition of seed-banks in alien-invaded and uninvaded fynbos vegetation","AUSTRAL ECOLOGY","10.1046/j.1442-9993.2002.01164.x","http://doi.org/10.1046/j.1442-9993.2002.01164.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Briese, DT; Pettit, WJ; Swirepik, A; Walker, A","2002","A strategy for the biological control of onopordum spp. thistles in South-Eastern Australia","BIOCONTROL SCIENCE AND TECHNOLOGY","10.1080/09583150120110707","http://doi.org/10.1080/09583150120110707","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Honnay, O; Bossuyt, B; Verheyen, K; Butaye, J; Jacquemyn, H; Hermy, M","2002","Ecological perspectives for the restoration of plant communities in European temperate forests","BIODIVERSITY AND CONSERVATION","10.1023/A:1014531011060","http://doi.org/10.1023/A:1014531011060","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Robinson, RA; Sutherland, WJ","2002","Post-war changes in arable farming and biodiversity in Great Britain","JOURNAL OF APPLIED ECOLOGY","10.1046/j.1365-2664.2002.00695.x","http://doi.org/10.1046/j.1365-2664.2002.00695.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Luckeydoo, LM; Fausey, NR; Brown, LC; Davis, CB","2002","Early development of vascular vegetation of constructed wetlands in northwest Ohio receiving agricultural waters","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/S0167-8809(01)00155-4","http://doi.org/10.1016/S0167-8809(01)00155-4","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morris, AB; Baucom, RS; Cruzan, MB","2002","Stratified analysis of the soil seed bank in the cedar glade endemic Astragalus bibullatus: Evidence for historical changes in genetic structure","AMERICAN JOURNAL OF BOTANY","10.3732/ajb.89.1.29","http://doi.org/10.3732/ajb.89.1.29","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Baskin, CC; Baskin, JM","2002","Achene germination ecology of the federally threatened floodplain endemic Boltonia decurrens (Asteraceae)","AMERICAN MIDLAND NATURALIST","10.1674/0003-0031(2002)147[0016:AGEOTF]2.0.CO;2","http://doi.org/10.1674/0003-0031(2002)147[0016:AGEOTF]2.0.CO;2","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Carter, CT; Ungar, IA","2002","Aboveground vegetation, seed bank and soil analysis of a 31-year-old forest restoration on coal mine spoil in southeastern Ohio","AMERICAN MIDLAND NATURALIST","10.1674/0003-0031(2002)147[0044:AVSBAS]2.0.CO;2","http://doi.org/10.1674/0003-0031(2002)147[0044:AVSBAS]2.0.CO;2","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tamado, T; Schutz, W; Milberg, P","2002","Germination ecology of the weed Parthenium hysterophorus in eastern Ethiopia","ANNALS OF APPLIED BIOLOGY","10.1111/j.1744-7348.2002.tb00180.x","http://doi.org/10.1111/j.1744-7348.2002.tb00180.x","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gilbert, GS","2002","Evolutionary ecology of plant diseases in natural ecosystems","ANNUAL REVIEW OF PHYTOPATHOLOGY","10.1146/annurev.phyto.40.021202.110417","http://doi.org/10.1146/annurev.phyto.40.021202.110417","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Assaeed, AM; Al-Doss, AA","2002","Soil seed bank of a desert range site infested with Rhazya stricta in Raudhat al-Khafs, Saudi Arabia","ARID LAND RESEARCH AND MANAGEMENT","10.1080/153249802753365340","http://doi.org/10.1080/153249802753365340","JK","","25.4526","","","","46.4524","","","","Raudhat Al-Khafs, 100 km  Northeast of Riyadh","Grassland","Grassland","","","10000","50","","","3","60","","Emergence","","","","","44","477","","","","","","","","","","","","","","","","","","",""
"Street, KA; Abd El Moneim, AM; Cocks, PS","2002","The performance of subterranean vetch (Vicia sativa ssp amphicarpa) in a cereal/pasture rotation in north-west Syria","AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","10.1071/AR01126","http://doi.org/10.1071/AR01126","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Norman, HC; Cocks, PS; Galwey, NW","2002","Hardseededness in annual clovers: variation between populations from wet and dry environments","AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","10.1071/AR01115","http://doi.org/10.1071/AR01115","JK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
