"Author","Year","Title","Journal","Doi","URL"
"Wu, J; Wang, YC; Ma, Q; Liu, ZM",2020,"Roles of aboveground vegetation, soil properties, and disturbance in determining belowground bud bank in sand dune ecosystems","ENVIRONMENTAL AND EXPERIMENTAL BOTANY","10.1016/j.envexpbot.2020.104155","http://doi.org/10.1016/j.envexpbot.2020.104155"
"Mudrak, O; Rehounkova, K; Vitovcova, K; Tichy, L; Prach, K",2021,"Ability of plant species to colonise human-disturbed habitats: Role of phylogeny and functional traits","APPLIED VEGETATION SCIENCE","10.1111/avsc.12528","http://doi.org/10.1111/avsc.12528"
"Brandao, EAF; Santos, TD; Rist, S",2020,"Family Farmers' Perceptions of the Impact of Public Policies on the Food System: Findings From Brazil's Semi-Arid Region","FRONTIERS IN SUSTAINABLE FOOD SYSTEMS","10.3389/fsufs.2020.556732","http://doi.org/10.3389/fsufs.2020.556732"
"Assis, GB; Pilon, NAL; Siqueira, MF; Durigan, G",2021,"Effectiveness and costs of invasive species control using different techniques to restore cerrado grasslands","RESTORATION ECOLOGY","10.1111/rec.13219","http://doi.org/10.1111/rec.13219"
"Buisson, E; Braschi, J; Chenot-Lescure, J; Hess, MCM; Vidaller, C; Pavon, D; Ramone, H; Amy-Krebs, E; Cottaz, C; Passetti, A; Aboucaya, A; Affre, L",2021,"Native plant community recovery afterCarpobrotus(ice plant) removal on an island - results of a 10-year project","APPLIED VEGETATION SCIENCE","10.1111/avsc.12524","http://doi.org/10.1111/avsc.12524"
"Ruta, C; Lambardi, M; Ozudogru, EA",2020,"Biobanking of vegetable genetic resources by in vitro conservation and cryopreservation","BIODIVERSITY AND CONSERVATION","10.1007/s10531-020-02051-0","http://doi.org/10.1007/s10531-020-02051-0"
"Wang, LZ; Feng, L; Bu, ZJ; Sundberg, S; Zhang, MM; Chen, X; Yang, YH; Yu, XY; Liu, WJ",2020,"Sphagnumspore banks in two montane peatlands at different elevations","WETLANDS ECOLOGY AND MANAGEMENT","10.1007/s11273-020-09752-x","http://doi.org/10.1007/s11273-020-09752-x"
"Kaundun, SS",2021,"Syngenta's contribution to herbicide resistance research and management","PEST MANAGEMENT SCIENCE","10.1002/ps.6072","http://doi.org/10.1002/ps.6072"
"Tellez, O; Mattana, E; Diazgranados, M; Kuhn, N; Castillo-Lorenzo, E; Lira, R; Montes-Leyva, L; Rodriguez, I; Ortiz, CMF; Way, M; Davila, P; Ulian, T",2020,"Native trees of Mexico: diversity, distribution, uses and conservation","PEERJ","10.7717/peerj.9898","http://doi.org/10.7717/peerj.9898"
"Rocha, FCG; de Oliveira, FS; Leite, MGP; Dias, DD; Messias, MCTB; Kozovits, AR",2021,"Chemical and microstructural behaviour of ferruginous rocky outcrops topsoils applied to degraded mining areas","INTERNATIONAL JOURNAL OF MINING RECLAMATION AND ENVIRONMENT","10.1080/17480930.2020.1815932","http://doi.org/10.1080/17480930.2020.1815932"
"Marcolin, E; Manetti, MC; Pelleri, F; Conedera, M; Pezzatti, GB; Lingua, E; Pividori, M",2020,"Seed regeneration of sweet chestnut (Castanea sativa Miller) under different coppicing approaches","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2020.118273","http://doi.org/10.1016/j.foreco.2020.118273"
"Lopez, RP; Hayes, M; Maidana-Tuco, Y; Naoki, K",2020,"Summer annual plants exhibit germination responses to an aridity gradient consistent with both delayed germination and phenotypic plasticity","PLANT ECOLOGY","10.1007/s11258-020-01077-2","http://doi.org/10.1007/s11258-020-01077-2"
"Schneider, B; Zilli, F; Facelli, F; Campana, M",2020,"Factors Driving Seed Bank Diversity in Wetlands of a Large River Floodplain","WETLANDS","10.1007/s13157-020-01355-9","http://doi.org/10.1007/s13157-020-01355-9"
"Zhang, W; Sun, YZ; Liu, J; Xu, C; Zou, XH; Chen, X; Liu, YL; Wu, P; Yang, XY; Zhou, SL",2021,"DNA barcoding ofOryza: conventional, specific, and super barcodes","PLANT MOLECULAR BIOLOGY","10.1007/s11103-020-01054-3","http://doi.org/10.1007/s11103-020-01054-3"
"Chen, SC; Poschlod, P; Antonelli, A; Liu, U; Dickie, JB",2020,"Trade-off between seed dispersal in space and time","ECOLOGY LETTERS","10.1111/ele.13595","http://doi.org/10.1111/ele.13595"
"Hahn, D; Sallenave, R; Pornaro, C; Leinauer, B",2020,"Managing cool-season turfgrass without herbicides: Optimizing maintenance practices to control weeds","CROP SCIENCE","10.1002/csc2.20175","http://doi.org/10.1002/csc2.20175"
"Portuguez-Garcia, MP; Aguero-Alvarado, R; Gonzalez-Lutz, MI",2020,"Effect of preemergent the extract of Pinus sp., in Arthraxon quartinianus (A. Rich), in greenhouse","AGRONOMIA MESOAMERICANA","10.15517/am.v31i3.39361","http://doi.org/10.15517/am.v31i3.39361"
"Cuello, N; Lopez-Marsico, L; Rodriguez, C",2020,"Field burn versus fire-related cues: germination from the soil seed bank of a South American temperate grassland","SEED SCIENCE RESEARCH","10.1017/S0960258520000288","http://doi.org/10.1017/S0960258520000288"
"Libiad, M; Khabbach, A; El Haissoufi, M; Bourgou, S; Megdiche-Ksouri, W; Ghrabi-Gammar, Z; Sharrock, S; Krigas, N",2020,"Ex-situ conservation of single-country endemic plants of Tunisia and northern Morocco (Mediterranean coast and Rif region) in seed banks and botanic gardens worldwide","KEW BULLETIN","10.1007/s12225-020-09903-6","http://doi.org/10.1007/s12225-020-09903-6"
"Bouchard, EH; Sonnier, G; Pierre, S; Saha, A; Sclater, V; Boughton, EH",2020,"Landscape factors driving the spread of the invasive grass, Hymenachne amplexicaulis, among wetlands in a Florida subtropical grazing land","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1017/inp.2020.16","http://doi.org/10.1017/inp.2020.16"
"Hernandez, RR; Tanner, KE; Haji, S; Parker, IM; Pavlik, BM; Moore-O'Leary, KA",2020,"Simulated Photovoltaic Solar Panels Alter the Seed Bank Survival of Two Desert Annual Plant Species","PLANTS-BASEL","10.3390/plants9091125","http://doi.org/10.3390/plants9091125"
"Feher, A; Pinter, E; Prus, P; Koncekova, L",2020,"Dependence of Weed Composition on Cultivated Plant Species and Varieties in Energy-Tree and -Grass Plantations","AGRONOMY-BASEL","10.3390/agronomy10091247","http://doi.org/10.3390/agronomy10091247"
"Fernandez-Aparicio, M; Delavault, P; Timko, MP",2020,"Management of Infection by Parasitic Weeds: A Review","PLANTS-BASEL","10.3390/plants9091184","http://doi.org/10.3390/plants9091184"
"Govindasamy, P; Sarangi, D; Provin, T; Hons, F; Bagavathiannan, M",2020,"No-tillage altered weed species dynamics in a long-term (36-year) grain sorghum experiment in southeast Texas","WEED SCIENCE","10.1017/wsc.2020.40","http://doi.org/10.1017/wsc.2020.40"
"Yu, JL; Sharpe, SM; Boyd, NS",2020,"Germination and emergence of common beggar's-tick (Bidens alba) seeds at two different stages of afterripening as affected by environmental factors","WEED SCIENCE","10.1017/wsc.2020.45","http://doi.org/10.1017/wsc.2020.45"
"Harrington, TB",2020,"Scotch broom (Cytisus scoparius) germination and growth responses to light: implications for logging debris retention after forest harvesting","WEED SCIENCE","10.1017/wsc.2020.53","http://doi.org/10.1017/wsc.2020.53"
"Bunchek, JM; Wallace, JM; Curran, WS; Mortensen, DA; VanGessel, MJ; Scott, BA",2020,"Alternative performance targets for integrating cover crops as a proactive herbicide-resistance management tool","WEED SCIENCE","10.1017/wsc.2020.49","http://doi.org/10.1017/wsc.2020.49"
"Buss, J; Pinno, BD; Quideau, S",2020,"A comparison between reclamation stockpile and boreal forest seed banks and plant communities","RESTORATION ECOLOGY","10.1111/rec.13196","http://doi.org/10.1111/rec.13196"
"Yang, C; Hou, F; Sun, Y; Yuan, H; Liu, Y; Zhang, Y; Chang, S",2020,"Oats hay supplementation to yak grazing alpine meadow improves carbon return to the soil of grassland ecosystem on the Qinghai-Tibet Plateau, China","GLOBAL ECOLOGY AND CONSERVATION","10.1016/j.gecco.2020.e01158","http://doi.org/10.1016/j.gecco.2020.e01158"
"Harris, LB; Drury, SA; Taylor, AH",2021,"Strong Legacy Effects of Prior Burn Severity on Forest Resilience to a High-Severity Fire","ECOSYSTEMS","10.1007/s10021-020-00548-x","http://doi.org/10.1007/s10021-020-00548-x"
"Isemer, R; Mihan, C; Peeters, S; Rumohr, Q; Toschki, A; Ducrot, V",2020,"A Field Study Method as a Potential Higher Tier Option to Refine Herbicide Risk Assessment for Nontarget Terrestrial Plants","INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT","10.1002/ieam.4263","http://doi.org/10.1002/ieam.4263"
"Al-Turki, TA; Al-Namazi, AA; Al-Ammari, BS; Al-Mosallam, MS; Basahi, MA",2020,"Ex-situ conservation of wheat genetic resources from Saudi Arabia","SAUDI JOURNAL OF BIOLOGICAL SCIENCES","10.1016/j.sjbs.2020.04.015","http://doi.org/10.1016/j.sjbs.2020.04.015"
"Moreau, D; Pointurier, O; Nicolardot, B; Villerd, J; Colbach, N",2020,"In which cropping systems can residual weeds reduce nitrate leaching and soil erosion?","EUROPEAN JOURNAL OF AGRONOMY","10.1016/j.eja.2020.126015","http://doi.org/10.1016/j.eja.2020.126015"
"Liu, GD; Sun, JF; Tian, K; Yang, HS",2020,"Effects of dam impoundment on the soil seed bank in a plateau wetland of China","JOURNAL OF ENVIRONMENTAL MANAGEMENT","10.1016/j.icarus.2020.110790","http://doi.org/10.1016/j.icarus.2020.110790"
"Shi, SX; Chang, Y; Wang, GD; Li, Z; Hu, YM; Liu, M; Li, YH; Li, BL; Zong, M; Huang, WT",2020,"Planning for the wetland restoration potential based on the viability of the seed bank and the land -use change trajectory in the Sanjiang Plain of China","SCIENCE OF THE TOTAL ENVIRONMENT","10.1016/j.scitotenv.2020.139208","http://doi.org/10.1016/j.scitotenv.2020.139208"
"Darnell, KM; Furman, BT; Heck, KL; Byron, D; Reynolds, L; Dunton, KH",2021,"Seed Reserve Hot Spots for the Sub-Tropical SeagrassHalodule wrightii(Shoal Grass) in the Northern Gulf of Mexico","ESTUARIES AND COASTS","10.1007/s12237-020-00808-y","http://doi.org/10.1007/s12237-020-00808-y"
"Flanigan, NP; Bandara, R; Wang, F; Jastrzebowski, S; Hidayati, SN; Walck, JL",2020,"Germination responses to winter warm spells and warming vary widely among woody plants in a temperate forest","PLANT BIOLOGY","10.1111/plb.13152","http://doi.org/10.1111/plb.13152"
"de Moura, EG; Severi, W; Kamino, LHY; de Lemos, JP",2021,"To what degree do spatial and limnological predictors explain the occurrence of a submerged macrophyte species in lotic and semi-lotic/lentic environments of a dammed river?","LIMNOLOGY","10.1007/s10201-020-00638-8","http://doi.org/10.1007/s10201-020-00638-8"
"Takeshita, V; Mendes, KF; Bompadre, TFV; Alonso, FG; Pimpinato, RF; Tornisielo, VL",2020,"Aminocyclopyrachlor sorption-desorption and leaching in soil amended with organic materials from sugar cane cultivation","WEED RESEARCH","10.1111/wre.12442","http://doi.org/10.1111/wre.12442"
"Lu, J; Li, ZQ; Gao, T; Tang, XQ",2020,"Seed bank characteristics in aPinus densataforest and its relationship with vegetation diversity in Southeast Tibet, China","ECOLOGY AND EVOLUTION","10.1002/ece3.6603","http://doi.org/10.1002/ece3.6603"
"Johnson, AJ; Shields, EC; Kendrick, GA; Orth, RJ",2021,"Recovery Dynamics of the SeagrassZostera marinaFollowing Mass Mortalities from Two Extreme Climatic Events","ESTUARIES AND COASTS","10.1007/s12237-020-00816-y","http://doi.org/10.1007/s12237-020-00816-y"
"Di Santo, LN; Hamilton, JA",2021,"Using environmental and geographic data to optimize ex situ collections and preserve evolutionary potential","CONSERVATION BIOLOGY","10.1111/cobi.13568","http://doi.org/10.1111/cobi.13568"
"Bellin, N; Groppi, M; Rossi, V",2020,"A model of egg bank dynamics in ephemeral ponds","ECOLOGICAL MODELLING","10.1016/j.ecolmodel.2020.109126","http://doi.org/10.1016/j.ecolmodel.2020.109126"
"Shergill, LS; Schwartz-Lazaro, LM; Leon, R; Ackroyd, VJ; Flessner, ML; Bagavathiannan, M; Everman, W; Norsworthy, JK; VanGessel, MJ; Mirsky, SB",2020,"Current outlook and future research needs for harvest weed seed control in North American cropping systems","PEST MANAGEMENT SCIENCE","10.1002/ps.5986","http://doi.org/10.1002/ps.5986"
"Mahe, I; Cordeau, S; Bohan, DA; Derrouch, D; Dessaint, F; Millot, D; Chauvel, B",2021,"Soil seedbank: Old methods for new challenges in agroecology?","ANNALS OF APPLIED BIOLOGY","10.1111/aab.12619","http://doi.org/10.1111/aab.12619"
"He, MR; Xin, CM; Baskin, CC; Li, JH; Zhao, YP; An, H; Sheng, XJ; Zhao, L; Zhao, Y; Ma, MJ",2021,"Different response of transient and persistent seed bank of alpine wetland to grazing disturbance on the Tibetan Plateau","PLANT AND SOIL","10.1007/s11104-020-04632-y","http://doi.org/10.1007/s11104-020-04632-y"
"Fernandez, RD; Ceballos, SJ; Aragon, R; Malizia, A; Montti, L; Whitworth-Hulse, JI; Castro-Diez, P; Grau, HR",2020,"A Global Review ofLigustrum Lucidum(OLEACEAE) Invasion","BOTANICAL REVIEW","10.1007/s12229-020-09228-w","http://doi.org/10.1007/s12229-020-09228-w"
"Margreiter, V; Pagitz, K; Berg, C; Schwager, P; Erschbamer, B",2020,"Pros and cons of using a standard protocol to test germination of alpine species","PLANT ECOLOGY","10.1007/s11258-020-01061-w","http://doi.org/10.1007/s11258-020-01061-w"
"Lenzewski, N; Jensen, K; Ludewig, K",NA,"Seed bank has the potential for re-colonising urban stormwater ponds after reconstruction","HYDROBIOLOGIA","10.1007/s10750-020-04365-0","http://doi.org/10.1007/s10750-020-04365-0"
"Spicer, RA; Farnsworth, A; Su, T",2020,"Cenozoic topography, monsoons and biodiversity conservation within the Tibetan Region: An evolving story","PLANT DIVERSITY","10.1016/j.pld.2020.06.011","http://doi.org/10.1016/j.pld.2020.06.011"
"Silvestro, R; Izzo, LG; Buonanno, M; Aronne, G",2020,"Serotiny inPrimula palinuri: How to Face the Dry Season on Mediterranean Cliffs","DIVERSITY-BASEL","10.3390/d12080291","http://doi.org/10.3390/d12080291"
"Zogas, A; Kosman, E; Sternberg, M",2020,"Germination strategies under climate change scenarios along an aridity gradient","JOURNAL OF PLANT ECOLOGY","10.1093/jpe/rtaa035","http://doi.org/10.1093/jpe/rtaa035"
"Liu, WT; Sun, SX; Zhang, CP; Lv, SJ; Dong, QM",2020,"Linking plant spatial aggregation with reproductive traits and near-source seed dispersal: ecological adaptation to heavy grazing","JOURNAL OF PLANT ECOLOGY","10.1093/jpe/rtaa036","http://doi.org/10.1093/jpe/rtaa036"
"Fiore, MC; Raimondo, FM; Mercati, F; Digangi, I; Sunseri, F; Scialabba, A",2020,"Preserving Biodiversity in Marginal Rural Areas: Assessment of Morphological and Genetic Variability of a Sicilian Common Bean Germplasm Collection","PLANTS-BASEL","10.3390/plants9080989","http://doi.org/10.3390/plants9080989"
"Brosnan, JT; Breeden, GK; Zobel, JM; Patton, AJ; Law, QD",2020,"Nonchemical annual bluegrass (Poa annua) management in zoysiagrass via fraise mowing","WEED TECHNOLOGY","10.1017/wet.2019.136","http://doi.org/10.1017/wet.2019.136"
"Seale, JW; Bararpour, T; Bond, JA; Gore, J; Golden, BR",2020,"Evaluation of Preemergence and Postemergence Herbicide Programs on Weed Control and Weed Seed Suppression in Mississippi Peanut (Arachis hypogea)","AGRONOMY-BASEL","10.3390/agronomy10081058","http://doi.org/10.3390/agronomy10081058"
"Zald, HSJ; Kerns, BK; Day, MA",2020,"Limited Effects of Long-Term Repeated Season and Interval of Prescribed Burning on Understory Vegetation Compositional Trajectories and Indicator Species in Ponderosa Pine Forests of Northeastern Oregon, USA","FORESTS","10.3390/f11080834","http://doi.org/10.3390/f11080834"
"Shaw, N; Barak, RS; Campbell, RE; Kirmer, A; Pedrini, S; Dixon, K; Frischie, S",2020,"Seed use in the field: delivering seeds for restoration success","RESTORATION ECOLOGY","10.1111/rec.13210","http://doi.org/10.1111/rec.13210"
"Guene-Nanchen, M; D'Amour, N; Rochefort, L",2020,"Adaptation of restoration target with climate change: the case of a coastal peatland","BOTANY","10.1139/cjb-2020-0050","http://doi.org/10.1139/cjb-2020-0050"
"Di Martino, L; Di Cecco, V; Di Cecco, M; Di Santo, M; Ciaschetti, G; Marcantonio, G",2020,"Use of native plants for ornamental purposes to conserve plant biodiversity: Case of study of Majella National Park","JOURNAL FOR NATURE CONSERVATION","10.1016/j.jnc.2020.125839","http://doi.org/10.1016/j.jnc.2020.125839"
"Godefroid, S; Van de Vyver, A; Boisson, S; Mahy, G",2020,"Seed desiccation-tolerance is a common feature of threatened taxa in metalliferous tropical grasslands from southeastern DR Congo","JOURNAL FOR NATURE CONSERVATION","10.1016/j.jnc.2020.125842","http://doi.org/10.1016/j.jnc.2020.125842"
"Hitchcock, A; Williams, J; Cowell, C",2020,"Lessons learned as Erica turgida is returned","JOURNAL FOR NATURE CONSERVATION","10.1016/j.jnc.2020.125858","http://doi.org/10.1016/j.jnc.2020.125858"
"Moinardeau, C; Mesleard, F; Ramone, H; Dutoit, T",2020,"Extensive horse grazing improves grassland vegetation diversity, seed bank and forage quality of artificial embankments (Rhone River - southern France) Influence of extensive horse grazing on artificial embankments","JOURNAL FOR NATURE CONSERVATION","10.1016/j.jnc.2020.125865","http://doi.org/10.1016/j.jnc.2020.125865"
"Nsikani, MM; Geerts, S; Ruwanza, S; Richardson, DM",2020,"Secondary invasion and weedy native species dominance after clearing invasive alien plants in South Africa: Status quo and prognosis","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2020.05.009","http://doi.org/10.1016/j.sajb.2020.05.009"
"Heydari, M; Zeynali, N; Bazgir, M; Omidipour, R; Kohzadian, M; Sagar, R; Prevosto, B",2020,"Rapid recovery of the vegetation diversity and soil fertility after cropland abandonment in a semiarid oak ecosystem: An approach based on plant functional groups","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2020.105963","http://doi.org/10.1016/j.ecoleng.2020.105963"
"Carmona-Crocco, J; Rolhauser, AG; Pucheta, E",2020,"Trait-density-microsite interactions indicate plastic and non-plastic germination strategies of co-occurring desert annual plants","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2020.104178","http://doi.org/10.1016/j.jaridenv.2020.104178"
"Malavert, C; Batlla, D; Benech-Arnold, RL",2021,"The role of seed water content for the perception of temperature signals that drive dormancy changes in Polygonum aviculare buried seeds","FUNCTIONAL PLANT BIOLOGY","10.1071/FP20011","http://doi.org/10.1071/FP20011"
"Chau, MM",NA,"Rapid Response to a Tree Seed Conservation Challenge in Hawai'i Through Crowdsourcing, Citizen Science, and Community Engagement","JOURNAL OF SUSTAINABLE FORESTRY","10.1080/10549811.2020.1791186","http://doi.org/10.1080/10549811.2020.1791186"
"Munoz-Pajares, AJ; Abdelaziz, M; Pico, FX",2020,"Temporal migration rates affect the genetic structure of populations in the biennial Erysimum mediohispanicum with reproductive asynchrony","AOB PLANTS","10.1093/aobpla/plaa037","http://doi.org/10.1093/aobpla/plaa037"
"Montefalcone, M; Morri, C; Bianchi, CN",2020,"Influence of Local Pressures on Maldivian Coral Reef Resilience Following Repeated Bleaching Events, and Recovery Perspectives","FRONTIERS IN MARINE SCIENCE","10.3389/fmars.2020.00587","http://doi.org/10.3389/fmars.2020.00587"
"Tangney, R; Merritt, DJ; Callow, JN; Fontaine, JB; Miller, B",2020,"Seed traits determine species' responses to fire under varying soil heating scenarios","FUNCTIONAL ECOLOGY","10.1111/1365-2435.13623","http://doi.org/10.1111/1365-2435.13623"
"Levipan, HA; Irgang, R; Yanez, A; Avendano-Herrera, R",2020,"Improved understanding of biofilm development by Piscirickettsia salmonis reveals potential risks for the persistence and dissemination of piscirickettsiosis","SCIENTIFIC REPORTS","10.1038/s41598-020-68990-4","http://doi.org/10.1038/s41598-020-68990-4"
"Abadie, J; Dupouey, JL; Salvaudon, A; Gachet, S; Videau, N; Avon, C; Dumont, J; Tatoni, T; Berges, L",2021,"Historical ecology of Mediterranean forests: Land use legacies on current understorey plants differ with time since abandonment and former agricultural use","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12860","http://doi.org/10.1111/jvs.12860"
"An, H; Zhao, YP; Ma, MJ",2020,"Precipitation controls seed bank size and its role in alpine meadow community regeneration with increasing altitude","GLOBAL CHANGE BIOLOGY","10.1111/gcb.15260","http://doi.org/10.1111/gcb.15260"
"Cury, RTD; Montibeller-Santos, C; Balch, JK; Brando, PM; Torezan, JMD",2020,"Effects of Fire Frequency on Seed Sources and Regeneration in Southeastern Amazonia","FRONTIERS IN FORESTS AND GLOBAL CHANGE","10.3389/ffgc.2020.00082","http://doi.org/10.3389/ffgc.2020.00082"
"Ong, GHM; Lai, S; Yaakub, SM; Todd, P",2020,"Depauperate seed banks in urban tropical seagrass meadows","MARINE AND FRESHWATER RESEARCH","10.1071/MF19204","http://doi.org/10.1071/MF19204"
"Sandi, SG; Saco, PM; Rodriguez, JF; Saintilan, N; Wen, L; Kuczera, G; Riccardi, G; Willgoose, G",2020,"Patch organization and resilience of dryland wetlands","SCIENCE OF THE TOTAL ENVIRONMENT","10.1016/j.scitotenv.2020.138581","http://doi.org/10.1016/j.scitotenv.2020.138581"
"Ward, B; Wills, A; Tunsell, V",2020,"Silviculture and fire effects on understorey flowering in jarrah forest","AUSTRALIAN FORESTRY","10.1080/00049158.2020.1787935","http://doi.org/10.1080/00049158.2020.1787935"
"Shen, GC; Tan, SS; Sun, XY; Chen, YW; Li, BH",2020,"Experimental Evidence for the Importance of Light on Understory Grass Communities in a Subtropical Forest","FRONTIERS IN PLANT SCIENCE","10.3389/fpls.2020.01051","http://doi.org/10.3389/fpls.2020.01051"
"Owen, MJ; Powles, SB",2020,"Lessons learnt: crop-seed cleaning reduces weed-seed contamination in Western Australian grain samples","CROP & PASTURE SCIENCE","10.1071/CP20093","http://doi.org/10.1071/CP20093"
"Franca, LX; Dodds, DM; Reynolds, DB; Bond, JA; Mills, A; Catchot, AL; Peterson, DG",2020,"Influence of flooding period and seed burial depth on Palmer amaranth (Amaranthus palmeri) seed germination","PEST MANAGEMENT SCIENCE","10.1002/ps.5934","http://doi.org/10.1002/ps.5934"
"Mashavakure, N; Mashingaidze, AB; Musundire, R; Gandiwa, E; Svotwa, E",2020,"Germinable weed seed-bank response to plant residue application and hand weeding under two contrasting tillage systems in a granite-derived clay loam soil in Zimbabwe","SOUTH AFRICAN JOURNAL OF PLANT AND SOIL","10.1080/02571862.2020.1723721","http://doi.org/10.1080/02571862.2020.1723721"
"Zhao, M; Yu, YW; Shi, Y; Mou, XM; Degen, A",2020,"Mound-building ants increase the proportion of Gramineae in above-ground vegetation and the soil seed bank in alpine meadows","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12907","http://doi.org/10.1111/jvs.12907"
"Erfanzadeh, R; Daneshgar, M; Ghelichnia, H",2020,"Improvement of the seedling emergence method in soil seed bank studies using chemical treatments","COMMUNITY ECOLOGY","10.1007/s42974-020-00020-9","http://doi.org/10.1007/s42974-020-00020-9"
"Ruttledge, A; Whalley, RDB; Falzon, G; Backhouse, D; Sindel, BM",2020,"The role of soil temperature and seed dormancy in the creation and maintenance of persistent seed banks ofNassella trichotoma(serrated tussock) on the Northern Tablelands of New South Wales","RANGELAND JOURNAL","10.1071/RJ20008","http://doi.org/10.1071/RJ20008"
"Ristau, TE; Royo, AA",2020,"Influence of stand age, soil attributes, and cover type on Rubus (Rosaceae) seed bank abundance","JOURNAL OF THE TORREY BOTANICAL SOCIETY","10.3159/TORREY-D-17-00015.1","http://doi.org/10.3159/TORREY-D-17-00015.1"
"Vargas-Sanabria, D; Campos-Vargas, C",2020,"Multitemporal comparison of burned areas in a tropical dry forest using the burned area index (BAI)","REVISTA FORESTAL MESOAMERICA KURU-RFMK","10.18845/rfmk.v17i41.5280","http://doi.org/10.18845/rfmk.v17i41.5280"
"Negron-Ortiz, V; Kaeser, M",2020,"Timing and Patterns of Size, Reproduction, and Seed Germination in Florida Endemic Euphorbia telephioides (Euphorbiaceae): Management and Conservation Implications","NATURAL AREAS JOURNAL","10.3375/043.040.0323","http://doi.org/10.3375/043.040.0323"
"Barrios, D; Sanchez, JA; Flores, J; Jurado, E",2020,"SEED TRAITS AND GERMINATION IN THE CACTACEAE FAMILY: A REVIEW ACROSS THE AMERICAS","BOTANICAL SCIENCES","10.17129/botsci.2501","http://doi.org/10.17129/botsci.2501"
"Martinez-Orea, Y; Bonilla-Valencia, L; Vazquez-Santos, Y; Romero-Romero, MA; Solis-Oberg, S; Santibanez-Andrade, G; Castillo-Arguero, S",2020,"FUNCTIONAL GROUPS IN THE DYNAMICS OF THE SEED BANK IN A TEMPERATE FOREST OF MEXICO CITY, MEXICO","BOTANICAL SCIENCES","10.17129/botsci.2584","http://doi.org/10.17129/botsci.2584"
"Renzi, JP; Brus, J; Pirintsos, S; Erdos, L; Duchoslav, M; Smykal, P",2020,"Release of Medicago truncatula Gaertn. and Pisum sativum subsp. elatius (M. Bieb.) Asch. et Graebn. Seed Dormancy Tested in Soil Conditions","AGRONOMY-BASEL","10.3390/agronomy10071026","http://doi.org/10.3390/agronomy10071026"
"Nunes, JA; Villa, PM; Neri, AV; Silva, WA; Schaefer, CEGR",2020,"Seasonality drives herbaceous community beta diversity in lithologically different rocky outcrops in Brazil","PLANT ECOLOGY AND EVOLUTION","10.5091/plecevo.2020.1668","http://doi.org/10.5091/plecevo.2020.1668"
"Barga, SC; Olwell, P; Edwards, F; Prescott, L; Leger, EA",2020,"Seeds of Success: A conservation and restoration investment in the future ofUSlands","CONSERVATION SCIENCE AND PRACTICE","10.1111/csp2.209","http://doi.org/10.1111/csp2.209"
"Kumar, V; Obour, AK; Jha, P; Liu, R; Manuchehri, MR; Dille, JA; Holman, JD; Stahlman, PW",2020,"Integrating cover crops for weed management in the semiarid US Great Plains: opportunities and challenges","WEED SCIENCE","10.1017/wsc.2020.29","http://doi.org/10.1017/wsc.2020.29"
"Val, J; Travers, SK; Oliver, I; Eldridge, DJ",2020,"Perennial plant patches are sinks for seeds in semi-arid woodlands in varying condition","APPLIED VEGETATION SCIENCE","10.1111/avsc.12486","http://doi.org/10.1111/avsc.12486"
"Eshete, A; Treydte, AC; Hailemariam, M; Solomon, N; Dejene, T; Yilma, Z; Birhane, E",2020,"Variations in soil properties and native woody plant species abundance underProsopis juliflorainvasion in Afar grazing lands, Ethiopia","ECOLOGICAL PROCESSES","10.1186/s13717-020-00240-x","http://doi.org/10.1186/s13717-020-00240-x"
"Foronda, A; Pueyo, Y; Reine, R; Arroyo, AI; Giner, MD; Alados, CL",2020,"The role of shrubs in spatially structuring the soil seed bank of perennial species in a semi-arid gypsum plant community","PLANT ECOLOGY","10.1007/s11258-020-01050-z","http://doi.org/10.1007/s11258-020-01050-z"
"Liu, U; Cossu, TA; Davies, RM; Forest, F; Dickie, JB; Breman, E",2020,"Conserving orthodox seeds of globally threatened plants ex situ in the Millennium Seed Bank, Royal Botanic Gardens, Kew, UK: the status of seed collections","BIODIVERSITY AND CONSERVATION","10.1007/s10531-020-02005-6","http://doi.org/10.1007/s10531-020-02005-6"
"Luo, YQ; Du, Z; Yan, ZQ; Zhao, XY; Li, YQ; Jiang, HB; Yang, Y; Li, MH",2020,"Artemisia halodendronLitters Have Strong Negative Allelopathic Effects on Earlier Successional Plants in a Semi-Arid Sandy Dune Region in China","FRONTIERS IN PLANT SCIENCE","10.3389/fpls.2020.00961","http://doi.org/10.3389/fpls.2020.00961"
"Bitarafan, Z; Andreasen, C",2020,"Seed retention of ten common weed species at oat harvest reveals the potential for harvest weed seed control","WEED RESEARCH","10.1111/wre.12438","http://doi.org/10.1111/wre.12438"
