"Author","Year","Title","Journal","Doi","URL"
"Turner, PJ; Scott, JK; Spafford, H",2011,"Bridal Creeper (Asparagus asparagoides)-Invaded Sites with Elevated Levels of Available Soil Nutrients: Barrier to Restoration?","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1614/IPSM-D-10-00032.1","http://doi.org/10.1614/IPSM-D-10-00032.1"
"Grundy, AC; Mead, A; Bond, W; Clark, G; Burston, S",2011,"The impact of herbicide management on long-term changes in the diversity and species composition of weed populations","WEED RESEARCH","10.1111/j.1365-3180.2010.00831.x","http://doi.org/10.1111/j.1365-3180.2010.00831.x"
"Godfree, R; Lepschi, B; Reside, A; Bolger, T; Robertson, B; Marshall, D; Carnegie, M",2011,"Multiscale topoedaphic heterogeneity increases resilience and resistance of a dominant grassland species to extreme drought and climate change","GLOBAL CHANGE BIOLOGY","10.1111/j.1365-2486.2010.02292.x","http://doi.org/10.1111/j.1365-2486.2010.02292.x"
"Plaza, EH; Kozak, M; Navarrete, L; Gonzalez-Andujar, JL",2011,"Tillage system did not affect weed diversity in a 23-year experiment in Mediterranean dryland","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2010.11.016","http://doi.org/10.1016/j.agee.2010.11.016"
"Monquero, PA; Silva, PV; Hirata, ACS; Martins, FRA",2011,"Weed Infestation Maps under Different Sugarcane Harvest Systems","PLANTA DANINHA","10.1590/S0100-83582011000100013","http://doi.org/10.1590/S0100-83582011000100013"
"Gomez-Gonzalez, S; Torres-Diaz, C; Valencia, G; Torres-Morales, P; Cavieres, LA; Pausas, JG",2011,"Anthropogenic fires increase alien and native annual species in the Chilean coastal matorral","DIVERSITY AND DISTRIBUTIONS","10.1111/j.1472-4642.2010.00728.x","http://doi.org/10.1111/j.1472-4642.2010.00728.x"
"Marushia, RG; Allen, EB",2011,"Control of Exotic Annual Grasses to Restore Native Forbs in Abandoned Agricultural Land","RESTORATION ECOLOGY","10.1111/j.1526-100X.2009.00540.x","http://doi.org/10.1111/j.1526-100X.2009.00540.x"
"Wortman, SE; Lindquist, JL; Haar, MJ; Francis, CA",2010,"Increased weed diversity, density and above-ground biomass in long-term organic crop rotations","RENEWABLE AGRICULTURE AND FOOD SYSTEMS","10.1017/S174217051000030X","http://doi.org/10.1017/S174217051000030X"
"Corbin, AT; Thelen, KD; Robertson, GP; Leep, RH",2010,"Influence of Cropping Systems on Soil Aggregate and Weed Seedbank Dynamics During the Organic Transition Period","AGRONOMY JOURNAL","10.2134/agronj2010.0156","http://doi.org/10.2134/agronj2010.0156"
"Schutte, BJ; Haramoto, ER; Davis, AS",2010,"Methods for Optimizing Seed Mortality Experiments","WEED TECHNOLOGY","10.1614/WT-D-09-00034.1","http://doi.org/10.1614/WT-D-09-00034.1"
"Boydston, RA",2010,"Managing Weeds in Potato Rotations Without Herbicides","AMERICAN JOURNAL OF POTATO RESEARCH","10.1007/s12230-010-9153-4","http://doi.org/10.1007/s12230-010-9153-4"
"Davis, AS; Raghu, S",2010,"Weighing abiotic and biotic influences on weed seed predation","WEED RESEARCH","10.1111/j.1365-3180.2010.00790.x","http://doi.org/10.1111/j.1365-3180.2010.00790.x"
"De Cauwer, B; Van den Berge, K; Cougnon, M; Bulcke, R; Reheul, D",2010,"Weed seedbank responses to 12 years of applications of composts, animal slurries or mineral fertilisers","WEED RESEARCH","10.1111/j.1365-3180.2010.00796.x","http://doi.org/10.1111/j.1365-3180.2010.00796.x"
"Mock, VA; Creech, JE; Ferris, VR; Hallett, SG; Johnson, WG",2010,"Influence of Winter Annual Weed Removal Timings on Soybean Cyst Nematode Population Density and Plant Biomass","WEED SCIENCE","10.1614/WS-09-072.1","http://doi.org/10.1614/WS-09-072.1"
"Scursoni, JA; Satorre, EH",2010,"Glyphosate management strategies, weed diversity and soybean yield in Argentina","CROP PROTECTION","10.1016/j.cropro.2010.05.001","http://doi.org/10.1016/j.cropro.2010.05.001"
"Bagavathiannan, MV; Gulden, RH; Begg, GS; Van Acker, RC",2010,"The demography of feral alfalfa (Medicago sativa L.) populations occurring in roadside habitats in Southern Manitoba, Canada: implications for novel trait confinement","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","10.1007/s11356-010-0330-2","http://doi.org/10.1007/s11356-010-0330-2"
"Meiss, H; Mediene, S; Waldhardt, R; Caneill, J; Bretagnolle, V; Reboud, X; Munier-Jolain, N",2010,"Perennial lucerne affects weed community trajectories in grain crop rotations","WEED RESEARCH","10.1111/j.1365-3180.2010.00784.x","http://doi.org/10.1111/j.1365-3180.2010.00784.x"
"Mirsky, SB; Gallandt, ER; Mortensen, DA; Curran, WS; Shumway, DL",2010,"Reducing the germinable weed seedbank with soil disturbance and cover crops","WEED RESEARCH","10.1111/j.1365-3180.2010.00792.x","http://doi.org/10.1111/j.1365-3180.2010.00792.x"
"Makowski, D; Chauvel, B; Munier-Jolain, N",2010,"Improving a weed population model using a sequential Monte Carlo method","WEED RESEARCH","10.1111/j.1365-3180.2010.00786.x","http://doi.org/10.1111/j.1365-3180.2010.00786.x"
"Meiss, H; Mediene, S; Waldhardt, R; Caneill, J; Munier-Jolain, N",2010,"Contrasting weed species composition in perennial alfalfas and six annual crops: implications for integrated weed management","AGRONOMY FOR SUSTAINABLE DEVELOPMENT","10.1051/agro/2009043","http://doi.org/10.1051/agro/2009043"
"Dexter, JE; Jhala, AJ; Yang, RC; Hills, MJ; Weselake, RJ; Hall, LM",2010,"Emergence and Persistence of Volunteer Flax in Western Canadian Cropping Systems","AGRONOMY JOURNAL","10.2134/agronj2010.0005","http://doi.org/10.2134/agronj2010.0005"
"Conn, JS; Werdin-Pfisterer, NR",2010,"Variation in Seed Viability and Dormancy of 17 Weed Species after 24.7 Years of Burial: The Concept of Buried Seed Safe Sites","WEED SCIENCE","10.1614/WS-D-09-00084.1","http://doi.org/10.1614/WS-D-09-00084.1"
"Davis, AS",2010,"Cover-Crop Roller-Crimper Contributes to Weed Management in No-Till Soybean","WEED SCIENCE","10.1614/WS-D-09-00040.1","http://doi.org/10.1614/WS-D-09-00040.1"
"Steenwerth, K; Baumgartner, K; Belina, K; Veilleux, L",2010,"Vineyard Weed Seedbank Composition Responds to Glyphosate and Cultivation after Three Years","WEED SCIENCE","10.1614/WS-D-09-00043.1","http://doi.org/10.1614/WS-D-09-00043.1"
"Hawes, C; Squire, GR; Hallett, PD; Watson, CA; Young, M",2010,"Arable plant communities as indicators of farming practice","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2010.03.010","http://doi.org/10.1016/j.agee.2010.03.010"
"Wang, T; Shi, Y; Li, Y; Song, Y; Darmency, H",2010,"Population growth rate of Setaria viridis in the absence of herbicide: resulting yield loss in foxtail millet Setaria italica","WEED RESEARCH","10.1111/j.1365-3180.2010.00774.x","http://doi.org/10.1111/j.1365-3180.2010.00774.x"
"Dooley, SR; Beckstead, J",2010,"Characterizing the interaction between a fungal seed pathogen and a deleterious rhizobacterium for biological control of cheatgrass","BIOLOGICAL CONTROL","10.1016/j.biocontrol.2009.12.007","http://doi.org/10.1016/j.biocontrol.2009.12.007"
"Baughman, C; Forbis, TA; Provencher, L",2010,"Response of Two Sagebrush Sites to Low-Disturbance, Mechanical Removal of Pinyon and Juniper","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1614/IPSM-D-09-00020.1","http://doi.org/10.1614/IPSM-D-09-00020.1"
"McDonald, AJ; Riha, SJ; Ditommaso, A",2010,"Early season height differences as robust predictors of weed growth potential in maize: new avenues for adaptive management?","WEED RESEARCH","10.1111/j.1365-3180.2009.00759.x","http://doi.org/10.1111/j.1365-3180.2009.00759.x"
"Jensen, PK",2010,"Longevity of seeds of Poa trivialis and Vulpia myuros as affected by simulated soil tillage practices and straw disposal technique","GRASS AND FORAGE SCIENCE","10.1111/j.1365-2494.2009.00720.x","http://doi.org/10.1111/j.1365-2494.2009.00720.x"
"Jensen, PK",2010,"Longevity of seeds of Poa pratensis and Lolium perenne as affected by simulated soil tillage practices and its implications for contamination of herbage seed crops","GRASS AND FORAGE SCIENCE","10.1111/j.1365-2494.2009.00721.x","http://doi.org/10.1111/j.1365-2494.2009.00721.x"
"Lortie, CJ; Munshaw, M; DiTomaso, J; Hierro, JL",2010,"The small-scale spatiotemporal pattern of the seedbank and vegetation of a highly invasive weed, Centaurea solstitialis: strength in numbers","OIKOS","10.1111/j.1600-0706.2009.17962.x","http://doi.org/10.1111/j.1600-0706.2009.17962.x"
"Ryan, MR; Mortensen, DA; Bastiaans, L; Teasdale, JR; Mirsky, SB; Curran, WS; Seidel, R; Wilson, DO; Hepperly, PR",2010,"Elucidating the apparent maize tolerance to weed competition in long-term organically managed systems","WEED RESEARCH","10.1111/j.1365-3180.2009.00750.x","http://doi.org/10.1111/j.1365-3180.2009.00750.x"
"Cuneo, P; Offord, CA; Leishman, MR",2010,"Seed ecology of the invasive woody plant African Olive (Olea europaea subsp cuspidata): implications for management and restoration","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT10061","http://doi.org/10.1071/BT10061"
"Dickson, TL; Wilsey, BJ; Busby, RR; Gebhart, DL",2010,"Melilotus officinalis (yellow sweetclover) causes large changes in community and ecosystem processes in both the presence and absence of a cover crop","BIOLOGICAL INVASIONS","10.1007/s10530-009-9430-7","http://doi.org/10.1007/s10530-009-9430-7"
"Lodge, GM; Brennan, MA; Harden, S",2010,"Field studies of the effects of pre-sowing weed control and time of sowing on tropical perennial grass establishment, North-West Slopes, New South Wales","CROP & PASTURE SCIENCE","10.1071/CP09227","http://doi.org/10.1071/CP09227"
"Legere, A; Stevenson, FC; Lalonde, O; Vanasse, A; Benoit, DL",2010,"Stork's bill (Erodium cicutarium (L.) L'Her. ex Ait) and hemp-nettle (Galeopsis tetrahit L.): a cautionary note for eastern Canada field crops","PHYTOPROTECTION","10.7202/1008540ar","http://doi.org/10.7202/1008540ar"
"Voll, E; Gazziero, DLP; Adegas, FS",2010,"Aconitic Acid on Seeds of Weed Species from Different Locations","PLANTA DANINHA","10.1590/S0100-83582010000100002","http://doi.org/10.1590/S0100-83582010000100002"
"Sacande, M; Sina, S; Oubida, RW",2010,"Long term conservation and germination of stored Parkia biglobosa seeds","SEED SCIENCE AND TECHNOLOGY","10.15258/sst.2010.38.1.16","http://doi.org/10.15258/sst.2010.38.1.16"
"Kegode, GO; Nazre, G; Christoffers, MJ",2010,"Germination Ecology of Biennial Wormwood (Artemisia biennis) and Lanceleaf Sage (Salvia reflexa) Seeds","WEED SCIENCE","10.1614/WS-09-103.1","http://doi.org/10.1614/WS-09-103.1"
"Rubiales, D; Fernandez-Aparicio, M; Wegmann, K; Joel, DM",2009,"Revisiting strategies for reducing the seedbank of Orobanche and Phelipanche spp.","WEED RESEARCH","10.1111/j.1365-3180.2009.00742.x","http://doi.org/10.1111/j.1365-3180.2009.00742.x"
"Galon, L; Agostinetto, D",2009,"Comparison of empirical models for predicting yield loss of irrigated rice (Oryza sativa) mixed with Echinochloa spp.","CROP PROTECTION","10.1016/j.cropro.2009.06.005","http://doi.org/10.1016/j.cropro.2009.06.005"
"Potts, JB; Stephens, SL",2009,"Invasive and native plant responses to shrubland fuel reduction: comparing prescribed fire, mastication, and treatment season","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2009.03.001","http://doi.org/10.1016/j.biocon.2009.03.001"
"Egawa, C; Koyama, A; Tsuyuzaki, S",2009,"Relationships between the developments of seedbank, standing vegetation and litter in a post-mined peatland","PLANT ECOLOGY","10.1007/s11258-008-9536-5","http://doi.org/10.1007/s11258-008-9536-5"
"Titus, JH",2009,"Nitrogen-fixers Alnus and Lupinus influence soil characteristics but not colonization by later successional species in primary succession on Mount St. Helens","PLANT ECOLOGY","10.1007/s11258-008-9549-0","http://doi.org/10.1007/s11258-008-9549-0"
"Borger, CPD; Scott, JK; Walsh, M; Powles, SB",2009,"Demography of Salsola australis populations in the agricultural region of south-west Australia","WEED RESEARCH","10.1111/j.1365-3180.2009.00702.x","http://doi.org/10.1111/j.1365-3180.2009.00702.x"
"Borger, CPD; Scott, JK; Renton, M; Walsh, M; Powles, SB",2009,"Assessment of management options for Salsola australis in south-west Australia by transition matrix modelling","WEED RESEARCH","10.1111/j.1365-3180.2009.00703.x","http://doi.org/10.1111/j.1365-3180.2009.00703.x"
"Batlla, D; Grundy, A; Dent, KC; Clay, HA; Finch-Savage, WE",2009,"A quantitative analysis of temperature-dependent dormancy changes in Polygonum aviculare seeds","WEED RESEARCH","10.1111/j.1365-3180.2009.00706.x","http://doi.org/10.1111/j.1365-3180.2009.00706.x"
"Carlson, ML; Kowalski, KP; Wilcox, DA",2009,"Promoting Species Establishment in a Phragmites-dominated Great Lakes Coastal Wetland","NATURAL AREAS JOURNAL","10.3375/043.029.0306","http://doi.org/10.3375/043.029.0306"
"Zhu, YJ; Dong, M; Huang, ZY",2009,"Response of Seed Germination and Seedling Growth to Sand Burial of Two Dominant Perennial Grasses in Mu-Us Sandy Grassland, Semiarid China","RANGELAND ECOLOGY & MANAGEMENT","10.2111/07-072.1","http://doi.org/10.2111/07-072.1"
"Davis, VM; Gibson, KD; Bauman, TT; Weller, SC; Johnson, WG",2009,"Influence of Weed Management Practices and Crop Rotation on Glyphosate-Resistant Horseweed (Conyza canadensis) Population Dynamics and Crop Yield-Years III and IV","WEED SCIENCE","10.1614/WS-09-006.1","http://doi.org/10.1614/WS-09-006.1"
"Dornelas, M; Moonen, AC; Magurran, AE; Barberi, P",2009,"Species abundance distributions reveal environmental heterogeneity in modified landscapes","JOURNAL OF APPLIED ECOLOGY","10.1111/j.1365-2664.2009.01640.x","http://doi.org/10.1111/j.1365-2664.2009.01640.x"
"Rowntree, JK; Ramsay, MM",2009,"How bryophytes came out of the cold: successful cryopreservation of threatened species","BIODIVERSITY AND CONSERVATION","10.1007/s10531-008-9453-x","http://doi.org/10.1007/s10531-008-9453-x"
"Pollnac, FW; Maxwell, BD; Menalled, FD",2009,"Using Species-Area Curves to Examine Weed Communities in Organic and Conventional Spring Wheat Systems","WEED SCIENCE","10.1614/WS-08-159.1","http://doi.org/10.1614/WS-08-159.1"
"Sosnoskie, LM; Herms, CP; Cardina, J; Webster, TM",2009,"Seedbank and Emerged Weed Communities Following Adoption of Glyphosate-Resistant Crops in a Long-Term Tillage and Rotation Study","WEED SCIENCE","10.1614/WS-08-147.1","http://doi.org/10.1614/WS-08-147.1"
"Blackshaw, RE; Molnar, LJ",2009,"Phosphorus Fertilizer Application Method Affects Weed Growth and Competition with Wheat","WEED SCIENCE","10.1614/WS-08-173.1","http://doi.org/10.1614/WS-08-173.1"
"Williams, MM",2009,"Within-Season Changes in the Residual Weed Community and Crop Tolerance to Interference over the Long Planting Season of Sweet Corn","WEED SCIENCE","10.1614/WS-08-164.1","http://doi.org/10.1614/WS-08-164.1"
"Gardarin, A; Durr, C; Colbach, N",2009,"Which model species for weed seedbank and emergence studies? A review","WEED RESEARCH","10.1111/j.1365-3180.2008.00683.x","http://doi.org/10.1111/j.1365-3180.2008.00683.x"
"Franke, AC; Lotz, LAP; van der Burg, WJ; van Overbeek, L",2009,"The role of arable weed seeds for agroecosystem functioning","WEED RESEARCH","10.1111/j.1365-3180.2009.00692.x","http://doi.org/10.1111/j.1365-3180.2009.00692.x"
"Westerman, PR; Dixon, PM; Liebman, M",2009,"Burial rates of surrogate seeds in arable fields","WEED RESEARCH","10.1111/j.1365-3180.2008.00684.x","http://doi.org/10.1111/j.1365-3180.2008.00684.x"
"Wali, P; Helander, M; Saloniemi, I; Ahlholm, J; Saikkonen, K",2009,"Variable effects of endophytic fungus on seedling establishment of fine fescues","OECOLOGIA","10.1007/s00442-008-1202-z","http://doi.org/10.1007/s00442-008-1202-z"
"Barberi, P; Moonen, AC; Peruzzi, A; Fontanelli, M; Raffaelli, M",2009,"Weed suppression by soil steaming in combination with activating compounds","WEED RESEARCH","10.1111/j.1365-3180.2008.00653.x","http://doi.org/10.1111/j.1365-3180.2008.00653.x"
"Chantre, GR; Sabbatini, MR; Orioli, GA",2009,"Effect of burial depth and soil water regime on the fate of Lithospermum arvense seeds in relation to burial time","WEED RESEARCH","10.1111/j.1365-3180.2008.00671.x","http://doi.org/10.1111/j.1365-3180.2008.00671.x"
"Marshall, EJP",2009,"The impact of landscape structure and sown grass margin strips on weed assemblages in arable crops and their boundaries","WEED RESEARCH","10.1111/j.1365-3180.2008.00670.x","http://doi.org/10.1111/j.1365-3180.2008.00670.x"
"Koch, JM; Ruschmann, AM; Morald, TK",2009,"Effect of time since burn on soil seedbanks in the jarrah forest of Western Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT09101","http://doi.org/10.1071/BT09101"
"Walsh, MJ; Powles, SB",2009,"Impact of crop-topping and swathing on the viable seed production of wild radish (Raphanus raphanistrum)","CROP & PASTURE SCIENCE","10.1071/CP08286","http://doi.org/10.1071/CP08286"
"Schoenbaum, I; Kigel, J; Barkai, D; Landau, S",2009,"Weed infestation of wheat fields by sheep grazing stubble in the Mediterranean semi-arid region","CROP & PASTURE SCIENCE","10.1071/CP08283","http://doi.org/10.1071/CP08283"
"Llorens, L; Gil, L; Boira, H",2009,"Reproductive biology of Launaea cervicornis: A keystone species of the Balearic coastal shrublands","FLORA","10.1016/j.flora.2008.05.007","http://doi.org/10.1016/j.flora.2008.05.007"
"Gomez-Gonzalez, S; Cavieres, LA",2009,"Litter burning does not equally affect seedling emergence of native and alien species of the Mediterranean-type Chilean matorral","INTERNATIONAL JOURNAL OF WILDLAND FIRE","10.1071/WF07074","http://doi.org/10.1071/WF07074"
"Refsell, DE; Hartzler, RG",2009,"Effect of Tillage on Common Waterhemp (Amaranthus rudis) Emergence and Vertical Distribution of Seed in the Soil","WEED TECHNOLOGY","10.1614/WT-08-045.1","http://doi.org/10.1614/WT-08-045.1"
"Zhang, HM; Wang, Y; Zhang, ZB",2009,"Domestic goat grazing disturbance enhances tree seed removal and caching by small rodents in a warm-temperate deciduous forest in China","WILDLIFE RESEARCH","10.1071/WR09001","http://doi.org/10.1071/WR09001"
"Kalwij, JM; Robertson, MP; van Rensburg, BJ",2008,"Human activity facilitates altitudinal expansion of exotic plants along a road in montane grassland, South Africa","APPLIED VEGETATION SCIENCE","10.3170/2008-7-18555","http://doi.org/10.3170/2008-7-18555"
"Bastiaans, L; Paolini, R; Baumann, DT",2008,"Focus on ecological weed management: what is hindering adoption?","WEED RESEARCH","10.1111/j.1365-3180.2008.00662.x","http://doi.org/10.1111/j.1365-3180.2008.00662.x"
"Holland, JM; Smith, BM; Southway, SE; Birkett, TC; Aebischer, NJ",2008,"The effect of crop, cultivation and seed addition for birds on surface weed seed densities in arable crops during winter","WEED RESEARCH","10.1111/j.1365-3180.2008.00663.x","http://doi.org/10.1111/j.1365-3180.2008.00663.x"
"Crimmins, TM; McPherson, GR",2008,"Vegetation and seedbank response to Eragrostis lehmanniana removal in semi-desert communities","WEED RESEARCH","10.1111/j.1365-3180.2008.00651.x","http://doi.org/10.1111/j.1365-3180.2008.00651.x"
"Wang, G; Ngouajio, M; McGiffen, ME; Hutchinson, CM",2008,"Summer Cover Crop and Management System affect Lettuce and Cantaloupe Production System","AGRONOMY JOURNAL","10.2134/agronj2008.0012","http://doi.org/10.2134/agronj2008.0012"
"Schutte, BJ; Davis, AS; Renner, KA; Cardina, J",2008,"Maternal and Burial Environment Effects on Seed Mortality of Velvetleaf (Abutilon theophrasti) and Giant Foxtail (Setaria faberi)","WEED SCIENCE","10.1614/WS-08-031.1","http://doi.org/10.1614/WS-08-031.1"
"Shuler, RE; DiTommaso, A; Losey, JE; Mohler, CL",2008,"Postdispersal Weed Seed Predation Is Affected by Experimental Substrate","WEED SCIENCE","10.1614/WS-08-081.1","http://doi.org/10.1614/WS-08-081.1"
"Canossa, RS; Oliveira, RS; Constantin, J; Braccini, AL; Biffe, DF; Alonso, DG; Blainski, E",2008,"Effect of Temperature and Light on Joyweed (Alternanthera tenella) Seed Germination","PLANTA DANINHA","10.1590/S0100-83582008000400005","http://doi.org/10.1590/S0100-83582008000400005"
"Willenborg, CJ; Van Acker, RC",2008,"The biology and ecology of hexaploid wheat (Triticum aestivum L.) and its implications for trait confinement","CANADIAN JOURNAL OF PLANT SCIENCE","10.4141/CJPS07144","http://doi.org/10.4141/CJPS07144"
"Narwal, S; Sindel, BM; Jessop, RS",2008,"Dormancy and longevity of annual ryegrass (Lolium rigidum) as affected by soil type, depth, rainfall, and duration of burial","PLANT AND SOIL","10.1007/s11104-008-9649-6","http://doi.org/10.1007/s11104-008-9649-6"
"Titus, JH; Titus, PJ",2008,"Seedbank of bingham cienega, a spring-fed marsh in southeastern Arizona","SOUTHWESTERN NATURALIST","10.1894/ME-31.1","http://doi.org/10.1894/ME-31.1"
"Davis, AS; Schutte, BJ; Iannuzzi, J; Renner, KA",2008,"Chemical and physical defense of weed seeds in relation to soil seedbank persistence","WEED SCIENCE","10.1614/WS-07-196.1","http://doi.org/10.1614/WS-07-196.1"
"Van Mourik, TA; Bianchi, FJJA; Van der Werf, W; Stomph, TJ",2008,"Long-term management of Striga hermonthica: strategy evaluation with a spatio-temporal population model","WEED RESEARCH","10.1111/j.1365-3180.2008.00638.x","http://doi.org/10.1111/j.1365-3180.2008.00638.x"
"Hiltbrunner, J; Scherrer, C; Streit, B; Jeanneret, P; Zihlmann, U; Tschachtli, R",2008,"Long-term weed community dynamics in Swiss organic and integrated farming systems","WEED RESEARCH","10.1111/j.1365-3180.2008.00639.x","http://doi.org/10.1111/j.1365-3180.2008.00639.x"
"Baumgartner, K; Steenwerth, KL; Veilleux, L",2008,"Cover-crop systems affect weed communities in a California vineyard","WEED SCIENCE","10.1614/WS-07-181.1","http://doi.org/10.1614/WS-07-181.1"
"D'Hertefeldt, T; Jorgensen, RB; Pettersson, LB",2008,"Long-term persistence of GM oilseed rape in the seedbank","BIOLOGY LETTERS","10.1098/rsbl.2008.0123","http://doi.org/10.1098/rsbl.2008.0123"
"Ikeda, FS; Mitja, D; Vilela, L; Silva, JCS",2008,"Seedbanks in cerrado sensu stricto under burning and cultivation system","PESQUISA AGROPECUARIA BRASILEIRA","10.1590/S0100-204X2008000600001","http://doi.org/10.1590/S0100-204X2008000600001"
"Vanlauwe, B; Kanampiu, F; Odhiambo, GD; De Groote, H; Wadhams, LJ; Khan, ZR",2008,"Integrated management of Striga hermonthica, stemborers, and declining soil fertility in western Kenya","FIELD CROPS RESEARCH","10.1016/j.fcr.2008.01.002","http://doi.org/10.1016/j.fcr.2008.01.002"
"Grenz, JH; Istoc, VA; Manschadi, AM; Sauerborn, J",2008,"Interactions of sunflower (Helianthus annuus) and sunflower broomrape (Orobanche cumana) as affected by sowing date, resource supply and infestation level","FIELD CROPS RESEARCH","10.1016/j.fcr.2008.02.003","http://doi.org/10.1016/j.fcr.2008.02.003"
"Walker, ER; Oliver, LR",2008,"Translocation and absorption of glyphosate in flowering sicklepod (Senna obtusifolia)","WEED SCIENCE","10.1614/WS-07-069.1","http://doi.org/10.1614/WS-07-069.1"
"Brainard, DC; Bellinder, RR; Hahn, RR; Shah, DA",2008,"Crop rotation, cover crop, and weed management effects on weed seedbanks and yields in snap bean, sweet corn, and cabbage","WEED SCIENCE","10.1614/WS-07-107.1","http://doi.org/10.1614/WS-07-107.1"
"Cacho, OJ; Wise, RM; Hester, SM; Sinden, JA",2008,"Bioeconomic modeling for control of weeds in natural environments","ECOLOGICAL ECONOMICS","10.1016/j.ecolecon.2007.08.006","http://doi.org/10.1016/j.ecolecon.2007.08.006"
"Cline, D; Juricek, C; Lym, RG; Kirby, DR",2008,"Leafy Spurge (Euphorbia esula) Control with Aphthona spp. Affects Seedbank Composition and Native Grass Reestablishment","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1614/IPSM-07-003.1","http://doi.org/10.1614/IPSM-07-003.1"
"Mauro, IJ; McLachlan, SM",2008,"Farmer knowledge and risk analysis: Postrelease evaluation of herbicide-tolerant canola in western Canada","RISK ANALYSIS","10.1111/j.1539-6924.2008.01027.x","http://doi.org/10.1111/j.1539-6924.2008.01027.x"
"Walker, ER; Oliver, LR",2008,"Weed seed production as influenced by glyphosate applications at flowering across a weed complex","WEED TECHNOLOGY","10.1614/WT-07-118.1","http://doi.org/10.1614/WT-07-118.1"
"Debeliak, M; Squire, GR; Demsar, D; Young, MW; Dzeroski, S",2008,"Relations between the oilseed rape volunteer seedbank, and soil factors, weed functional groups and geographical location in the UK","ECOLOGICAL MODELLING","10.1016/j.ecolmodel.2007.10.019","http://doi.org/10.1016/j.ecolmodel.2007.10.019"
"Qi, A; Perry, JN; Pidgeon, JD; Haylock, LA; Brooks, DR",2008,"Cost-efficacy in measuring farmland biodiversity - lessons from the Farm Scale Evaluations of genetically modified herbicide-tolerant crops","ANNALS OF APPLIED BIOLOGY","10.1111/j.1744-7348.2007.00193.x","http://doi.org/10.1111/j.1744-7348.2007.00193.x"
"Hofle, MG; Kirchman, DL; Christen, R; Brettar, I",2008,"Molecular diversity of bacterioplankton: link to a predictive biogeochemistry of pelagic ecosystems","AQUATIC MICROBIAL ECOLOGY","10.3354/ame01227","http://doi.org/10.3354/ame01227"
"Baker, J; Preston, C",2008,"Canola (Brassica napus L.) seedbank declines rapidly in farmer-managed fields in South Australia","AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","10.1071/AR07436","http://doi.org/10.1071/AR07436"
"Ayres, JF; Kelman, WM; Wiedemann, SG; Lane, LA; McCorkell, BE",2008,"Developing birdsfoot trefoil (Lotus corniculatus L.) varieties for permanent pasture applications in low latitude regions of eastern Australia","AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE","10.1071/EA07114","http://doi.org/10.1071/EA07114"
"Bellairs, SM; Franklin, DC; Hogarth, NJ",2008,"A tropical, gregariously semelparous bamboo shows no seed dormancy","BIOTROPICA","10.1111/j.1744-7429.2007.00336.x","http://doi.org/10.1111/j.1744-7429.2007.00336.x"
"Monquero, PA; Amaral, LR; Binha, DP; Silva, PV; Silva, AC; Martins, FRA",2008,"Weed infestation maps under different sugarcane harvest systems","PLANTA DANINHA","10.1590/S0100-83582008000100005","http://doi.org/10.1590/S0100-83582008000100005"
"Martyn, AJ; Seed, LU; Offord, CA",2008,"Seed desiccation tolerance of threatened Australian species Myrsine richmondensis","SEED SCIENCE AND TECHNOLOGY","10.15258/sst.2008.36.1.23","http://doi.org/10.15258/sst.2008.36.1.23"
"Schwinghamer, TD; Van Acker, RC",2008,"Emergence timing and persistence of Kochia (Kochia scoparia)","WEED SCIENCE","10.1614/WS-07-098.1","http://doi.org/10.1614/WS-07-098.1"
"Creech, JE; Westphal, A; Ferris, VR; Faghihi, J; Vyn, TJ; Santini, JB; Johnson, WG",2008,"Influence of winter annual weed management and crop rotation on soybean cyst nematode (Heterodera glycines) and winter annual weeds","WEED SCIENCE","10.1614/WS-07-084.1","http://doi.org/10.1614/WS-07-084.1"
"Mesgaran, MB; Mashhadi, HR; Zand, E; Alizadeh, HM",2007,"Comparison of three methodologies for efficient seed extraction in studies of soil weed seedbanks","WEED RESEARCH","10.1111/j.1365-3180.2007.00592.x","http://doi.org/10.1111/j.1365-3180.2007.00592.x"
"Norsworthy, JK; Oliveira, MJ",2007,"Effect of tillage and soyabean on Ipomoea lacunosa and Senna obtusifolia emergence","WEED RESEARCH","10.1111/j.1365-3180.2007.00585.x","http://doi.org/10.1111/j.1365-3180.2007.00585.x"
"Grenz, JH; Sauerborn, J",2007,"Mechanisms limiting the geographical range of the parasitic weed Orobanche crenata","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2007.01.014","http://doi.org/10.1016/j.agee.2007.01.014"
