PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Xavier, RD; Dodonov, P; Matos, DMD				Xavier, Rafael de Oliveira; Dodonov, Pavel; da Silva Matos, Dalva Maria			Growth and mortality patterns of the Neotropical bracken (Pteridium arachnoideum) and their response to shading in a savanna-riparian forest transition	FLORA																Xavier, Rafael O/G-1062-2015	Xavier, Rafael O/0000-0002-1691-1162												0367-2530	1618-0585				MAR	2019	252						36	43		10.1016/j.flora.2019.02.005							WOS:000459917800005						
J	Masocha, M; Dube, T				Masocha, Mhosisi; Dube, Timothy			Influence of termites on the soil seed bank in an African savannah	AFRICAN JOURNAL OF ECOLOGY																Dube, Timothy/O-5006-2019	Dube, Timothy/0000-0003-3456-8991												0141-6707	1365-2028				MAR	2019	57	1					76	81		10.1111/aje.12554							WOS:000458934300010						
J	Saatkamp, A; Cochrane, A; Commander, L; Guja, LK; Jimenez-Alfaro, B; Larson, J; Nicotra, A; Poschlod, P; Silveira, FAO; Cross, AT; Dalziell, EL; Dickie, J; Erickson, TE; Fidelis, A; Fuchs, A; Golos, PJ; Hope, M; Lewandrowski, W; Merritt, DJ; Miller, B; Miller, RG; Offord, CA; Ooi, MKJ; Satyanti, A; Sommerville, KD; Tangney, R; Tomlinson, S; Turner, S; Walck, JL				Saatkamp, Arne; Cochrane, Anne; Commander, Lucy; Guja, Lydia K.; Jimenez-Alfaro, Borja; Larson, Julie; Nicotra, Adrienne; Poschlod, Peter; Silveira, Fernando A. O.; Cross, Adam T.; Dalziell, Emma L.; Dickie, John; Erickson, Todd E.; Fidelis, Alessandra; Fuchs, Anne; Golos, Peter J.; Hope, Michael; Lewandrowski, Wolfgang; Merritt, David J.; Miller, Ben P.; Miller, Russell G.; Offord, Catherine A.; Ooi, Mark K. J.; Satyanti, Annisa; Sommerville, Karen D.; Tangney, Ryan; Tomlinson, Sean; Turner, Shane; Walck, Jeffrey L.			A research agenda for seed-trait functional ecology	NEW PHYTOLOGIST																Poschlod, Peter/AAF-7902-2019; Cross, Adam/S-2710-2019; Golos, Peter J/B-7870-2015; Golos, Peter/O-3516-2019; Fidelis, Alessandra/B-9769-2012; Jimenez-Alfaro, Borja/K-7221-2014; Nicotra, Adrienne B/C-1361-2009; Miller, Ben/H-7190-2013; Jimenez-Alfaro, Borja/M-6283-2015; Ooi, Mark/A-4779-2012; Merritt, David/G-9376-2011	Golos, Peter J/0000-0003-3588-7011; Golos, Peter/0000-0003-3588-7011; Fidelis, Alessandra/0000-0001-9545-2285; Nicotra, Adrienne B/0000-0001-6578-369X; Larson, Julie/0000-0001-7968-916X; Commander, Lucy/0000-0001-9379-4564; Miller, Ben/0000-0002-8569-6697; Miller, Russell/0000-0002-4610-0969; Silveira, Fernando/0000-0001-9700-7521; Lewandrowski, Wolfgang/0000-0002-7496-7690; Jimenez-Alfaro, Borja/0000-0001-6601-9597; Saatkamp, Arne/0000-0001-5638-0143; Poschlod, Peter/0000-0003-4473-7656; Ooi, Mark/0000-0002-3046-0417; Merritt, David/0000-0002-3250-6861												0028-646X	1469-8137				MAR	2019	221	4					1764	1775		10.1111/nph.15502							WOS:000458259600013	30269352					
J	Helsen, K; Hagenblad, J; Acharya, KP; Brunet, J; Cousins, SAO; Decocq, G; De Frenne, P; Kimberley, A; Kolb, A; Michaelis, J; Plue, J; Verheyen, K; Speed, JDM; Graae, BJ				Helsen, Kenny; Hagenblad, Jenny; Acharya, Kamal P.; Brunet, Jorg; Cousins, Sara A. O.; Decocq, Guillaume; De Frenne, Pieter; Kimberley, Adam; Kolb, Annette; Michaelis, Jana; Plue, Jan; Verheyen, Kris; Speed, James D. M.; Graae, Bente J.			No genetic erosion after five generations for Impatiens glandulifera populations across the invaded range in Europe	BMC GENETICS																De Frenne, Pieter/N-4969-2014; Helsen, Kenny/D-7759-2015	De Frenne, Pieter/0000-0002-8613-0943; Cousins, Sara/0000-0003-2656-2645; Helsen, Kenny/0000-0001-6856-7095												1471-2156					FEB 19	2019	20								20	10.1186/s12863-019-0721-4							WOS:000459422100001	30782117					
J	Finke, JF; Suttle, CA				Finke, Jan F.; Suttle, Curtis A.			The Environment and Cyanophage Diversity: Insights From Environmental Sequencing of DNA Polymerase	FRONTIERS IN MICROBIOLOGY																													1664-302X					FEB 8	2019	10								167	10.3389/fmicb.2019.00167							WOS:000458196900004	30800109					
J	Valdez, JW; Hartig, F; Fennel, S; Poschlod, P				Valdez, Jose W.; Hartig, Florian; Fennel, Sabine; Poschlod, Peter			The Recruitment Niche Predicts Plant Community Assembly Across a Hydrological Gradient Along Plowed and Undisturbed Transects in a Former Agricultural Wetland	FRONTIERS IN PLANT SCIENCE																Poschlod, Peter/AAF-7902-2019; Valdez, Jose/I-5273-2019; Hartig, Florian/G-4510-2010	Valdez, Jose/0000-0003-2690-9952; Hartig, Florian/0000-0002-6255-9059												1664-462X					FEB 6	2019	10								88	10.3389/fpls.2019.00088							WOS:000458028300001	30787938					
J	Wang, XY; Ma, QL; Jin, HJ; Fan, BL; Wang, DB; Lin, HL				Wang, Xinyou; Ma, Quanlin; Jin, Hujia; Fan, Baoli; Wang, Duobin; Lin, Huilong			Change in Characteristics of Soil Carbon and Nitrogen during the Succession of Nitraria Tangutorum in an Arid Desert Area	SUSTAINABILITY																													2071-1050					FEB 2	2019	11	4							1146	10.3390/su11041146							WOS:000460819100206						
J	Miller, HR; Lane, SN				Miller, Hannah R.; Lane, Stuart N.			Biogeomorphic feedbacks and the ecosystem engineering of recently deglaciated terrain	PROGRESS IN PHYSICAL GEOGRAPHY-EARTH AND ENVIRONMENT																													0309-1333	1477-0296				FEB	2019	43	1					24	45		10.1177/0309133318816536							WOS:000461569800002						
J	Ferrarini, A; Alsafran, MHSA; Dai, JH; Alatalo, JM				Ferrarini, Alessandro; Alsafran, Mohammed H. S. A.; Dai, Junhu; Alatalo, Juha M.			Improving niche projections of plant species under climate change: Silene acaulis on the British Isles as a case study	CLIMATE DYNAMICS																Alatalo, Juha/C-1269-2018	Alatalo, Juha/0000-0001-5084-850X												0930-7575	1432-0894				FEB	2019	52	3-4					1413	1423		10.1007/s00382-018-4200-9							WOS:000460902200007						
J	Lozada-Gobilard, S; Stang, S; Pirhofer-Walzl, K; Kalettka, T; Heinken, T; Schroder, B; Eccard, J; Joshi, J				Lozada-Gobilard, Sissi; Stang, Susanne; Pirhofer-Walzl, Karin; Kalettka, Thomas; Heinken, Thilo; Schroeder, Boris; Eccard, Jana; Joshi, Jasmin			Environmental filtering predicts plant-community trait distribution and diversity: Kettle holes as models of meta-community systems	ECOLOGY AND EVOLUTION																Schroder, Boris/N-7250-2019	Schroder, Boris/0000-0002-8577-7980; Joshi, Jasmin/0000-0002-4210-2465; Pirhofer Walzl, Karin/0000-0003-2185-4016												2045-7758					FEB	2019	9	4					1898	1910		10.1002/ece3.4883							WOS:000461114900028	30847080					
J	Bajwa, AA; Zulfiqar, U; Sadia, S; Bhowmik, P; Chauhan, BS				Bajwa, Ali Ahsan; Zulfiqar, Usman; Sadia, Sehrish; Bhowmik, Prasanta; Chauhan, Bhagirath Singh			A global perspective on the biology, impact and management of Chenopodium album and Chenopodium murale: two troublesome agricultural and environmental weeds	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH																Bajwa, Ali/B-9948-2016; Chauhan, Bhagirath/G-8892-2014	Bajwa, Ali/0000-0002-7171-3118; Chauhan, Bhagirath/0000-0003-1540-4668												0944-1344	1614-7499				FEB	2019	26	6					5357	5371		10.1007/s11356-018-04104-y							WOS:000460831600011	30623324					
J	Yan, QL; Gang, Q; Zhu, JJ				Yan, Qiaoling; Gang, Qun; Zhu, Jiaojun			Size-Dependent Patterns of Seed Rain in Gaps in Temperate Secondary Forests, Northeast China	FORESTS																													1999-4907					FEB	2019	10	2							123	10.3390/f10020123							WOS:000460744000047						
J	Dalrymple, SE; Abeli, T				Dalrymple, Sarah E.; Abeli, Thomas			Ex situ seed banks and the IUCN Red List	NATURE PLANTS																	Abeli, Thomas/0000-0003-3096-2035; Dalrymple, Sarah/0000-0002-6806-855X												2055-026X	2055-0278				FEB	2019	5	2					122	123		10.1038/s41477-019-0366-3							WOS:000460479600002	30737503					
J	Peinetti, HR; Bestelmeyer, BT; Chirino, CC; Kin, AG; Buss, MEF				Peinetti, H. Raul; Bestelmeyer, Brandon T.; Chirino, Claudia C.; Kin, Alicia G.; Buss, Maria E. Frank			Generalized and Specific State-and-Transition Models to Guide Management and Restoration of Caldenal Forests	RANGELAND ECOLOGY & MANAGEMENT																													1550-7424	1551-5028				FEB	2019	72	2					230	236		10.1016/j.rama.2018.11.002							WOS:000460292800003						
J	Vasquez-Lavin, F; Oliva, RDP; Hernandez, JI; Gelcich, S; Carrasco, M; Quiroga, M				Vasquez-Lavin, Felipe; Ponce Oliva, Roberto D.; Ignacio Hernandez, Jose; Gelcich, Stefan; Carrasco, Moises; Quiroga, Miguel			Exploring dual discount rates for ecosystem services: Evidence from a marine protected area network	RESOURCE AND ENERGY ECONOMICS																	Hernandez, Jose Ignacio/0000-0003-0490-4042; Quiroga, Miguel/0000-0002-7773-5764; Ponce, Roberto D./0000-0001-5024-7456												0928-7655	1873-0221				FEB	2019	55						63	80		10.1016/j.reseneeco.2018.11.004							WOS:000460082800004						
J	Puritty, CE; Esch, EH; Castro, SP; Ryan, EM; Lipson, DA; Cleland, EE				Puritty, Chandler E.; Esch, Ellen H.; Castro, Sherlynette Perez; Ryan, Elizabeth M.; Lipson, David A.; Cleland, Elsa E.			Drought in Southern California coastal sage scrub reduces herbaceous biomass of exotic species more than native species, but exotic growth recovers quickly when drought ends	PLANT ECOLOGY																	Esch, Ellen/0000-0002-4253-0910												1385-0237	1573-5052				FEB	2019	220	2			SI		151	169		10.1007/s11258-019-00912-5							WOS:000459821200003						
J	Gurnell, AM; Bertoldi, W; Francis, RA; Gurnell, J; Mardhiah, U				Gurnell, Angela M.; Bertoldi, Walter; Francis, Robert A.; Gurnell, John; Mardhiah, Ulfah			Understanding processes of island development on an island braided river over timescales from days to decades	EARTH SURFACE PROCESSES AND LANDFORMS																; Bertoldi, Walter/D-8664-2013	Francis, Robert/0000-0002-4598-0861; Bertoldi, Walter/0000-0003-1158-2379												0197-9337	1096-9837				FEB	2019	44	2					624	640		10.1002/esp.4494							WOS:000458932500016						
J	Mehdi, H; Fatemeh, A; Marzban, F; Reza, O; Masoud, B; David, P; Bernard, P				Mehdi, Heydari; Fatemeh, Aazami; Marzban, Faramarzi; Reza, Omidipour; Masoud, Bazgir; David, Pothier; Bernard, Prevosto			Interaction between climate and management on beta diversity components of vegetation in relation to soil properties in arid and semi-arid oak forests, Iran	JOURNAL OF ARID LAND																	Faramarzi, Marzban/0000-0003-2817-0928												1674-6767	2194-7783				FEB	2019	11	1					43	57		10.1007/s40333-018-0024-z							WOS:000458965000004						
J	Coleman, CE; Meyer, SE; Ricks, N				Coleman, C. E.; Meyer, S. E.; Ricks, N.			Mating system complexity and cryptic speciation in the seed bank pathogen Pyrenophora semeniperda	PLANT PATHOLOGY																													0032-0862	1365-3059				FEB	2019	68	2					369	382		10.1111/ppa.12948							WOS:000456649900015						
J	Wester, DB; Hoffman, JB; Rideout-Hanzak, S; Ruppert, DE; Acosta-Martinez, V; Smith, FS; Stumberg, PM				Wester, David B.; Hoffman, Jennifer B.; Rideout-Hanzak, Sandra; Ruppert, David E.; Acosta-Martinez, Veronica; Smith, Forrest S.; Stumberg, Paula Maywald			Restoration of mixed soils along pipelines in the western Rio Grande Plains, Texas, USA	JOURNAL OF ARID ENVIRONMENTS																													0140-1963	1095-922X				FEB	2019	161						25	34		10.1016/j.jaridenv.2018.10.002							WOS:000452936700003						
J	Dixon, PJ				Dixon, Peter J.			Assessment of topsoil salvage and seed augmentation in the restoration of coastal sage scrub on Santa Catalina Island, California	WESTERN NORTH AMERICAN NATURALIST																													1527-0904	1944-8341				FEB	2019	78	4					711	721		10.3398/064.078.0412							WOS:000459312100012						
J	Endalew, B; Wondimagegnhu, BA				Endalew, Birara; Wondimagegnhu, Beneberu Assefa			Determinants of households' willingness to pay for the conservation of church forests in northwestern Ethiopia: A contingent valuation study	COGENT ENVIRONMENTAL SCIENCE																	Wondimagegnhu, Beneberu Assefa/0000-0001-8498-3312												2331-1843					JAN 15	2019	5	1							1570659	10.1080/23311843.2019.1570659							WOS:000457232100001						
J	Gouws, AJ; Shackleton, CM				Gouws, Aidan John; Shackleton, Charlie M.			Abundance and correlates of the Acacia dealbata invasion in the northern Eastern Cape, South Africa	FOREST ECOLOGY AND MANAGEMENT																													0378-1127	1872-7042				JAN 15	2019	432						455	466		10.1016/j.foreco.2018.09.048							WOS:000455068700043						
J	Ortiz, MJL; Marcey, T; Lucash, MS; Hibbs, D; Shatford, JPA; Thompson, JR				Lopez Ortiz, Maria J.; Marcey, Terry; Lucash, Melissa S.; Hibbs, David; Shatford, Jeffrey P. A.; Thompson, Jonathan R.			Post-fire management affects species composition but not Douglas-fir regeneration in the Klamath Mountains	FOREST ECOLOGY AND MANAGEMENT																													0378-1127	1872-7042				JAN 15	2019	432						1030	1040		10.1016/j.foreco.2018.10.030							WOS:000455068700100						
J	Wang, YC; Chu, L; Daryanto, S; Lu, LY; Ala, M; Wang, LX				Wang, Yongcui; Chu, Lei; Daryanto, Stefani; Lu, Linyou; Ala, MuSa; Wang, Lixin			Sand dune stabilization changes the vegetation characteristics and soil seed bank and their correlations with environmental factors	SCIENCE OF THE TOTAL ENVIRONMENT																Wang, Lixin/A-2572-2008	Wang, Lixin/0000-0003-0968-1247; Daryanto, Stefani/0000-0001-6264-9401												0048-9697	1879-1026				JAN 15	2019	648						500	507		10.1016/j.scitotenv.2018.08.093							WOS:000447805500047	30121529					
J	Cuello, WS; Gremer, JR; Trimmer, PC; Sih, A; Schreiber, SJ				Cuello, William S.; Gremer, Jennifer R.; Trimmer, Pete C.; Sih, Andrew; Schreiber, Sebastian J.			Predicting evolutionarily stable strategies from functional responses of Sonoran Desert annuals to precipitation	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES																Sih, Andrew/P-7985-2015	Sih, Andrew/0000-0001-6161-1663; Cuello, William/0000-0002-9464-3802												0962-8452	1471-2954				JAN 2	2019	286	1894							20182613	10.1098/rspb.2018.2613							WOS:000465428900027	30963878					
J	Gomaa, NH				Gomaa, Nasr H.			Reproductive traits, flowering phenology and seed bank dynamics in Retama raetam (Fabaceae) in a hyper-arid environment	ARID LAND RESEARCH AND MANAGEMENT																													1532-4982	1532-4990				JAN 2	2019	33	1					70	90		10.1080/15324982.2018.1510440							WOS:000460631400005						
J	Silva, KD; Martins, SV; Neto, AM; Lopes, AT				Silva, Kelly de Almeida; Martins, Sebastiao Venancio; Neto, Aurino Miranda; Lopes, Aldo Teixeira			Soil Seed Banks in a Forest Under Restoration and in a Reference Ecosystem in Southeastern Brazil	FLORESTA E AMBIENTE																	Miranda Neto, Aurino/0000-0001-9674-5741												2179-8087						2019	26	4							e20190047	10.1590/2179-8087.004719							WOS:000506656600012						
J	Vivian, LM; Godfree, RC				Vivian, L. M.; Godfree, R. C.			Relationships between seed bank composition and an invasive plant in a floodplain wetland of the Murray-Darling Basin	AUSTRALIAN JOURNAL OF BOTANY																													0067-1924	1444-9862					2019	67	6-7					546	557		10.1071/BT19099							WOS:000503790300011						
J	Chejara, VK; Kristiansen, P; Whalley, RDB; Sindel, BM; Nadolny, C				Chejara, Vinod K.; Kristiansen, Paul; Whalley, R. D. B. (Wal); Sindel, Brian M.; Nadolny, Christopher			The role of seedbanks in invasions by Hyparrhenia hirta (L.) Stapf in Australia	RANGELAND JOURNAL																													1036-9872	1834-7541					2019	41	5					383	392		10.1071/RJ19039							WOS:000503782100002						
J	Wang, SL; Hu, A; Zhang, J; Hou, FJ				Wang, Shulin; Hu, An; Zhang, Jing; Hou, Fujiang			Effects of grazing season and stocking rate on seed bank in sheep dung on the semiarid Loess Plateau	RANGELAND JOURNAL																													1036-9872	1834-7541					2019	41	5					405	413		10.1071/RJ19036							WOS:000503782100004						
J	Piasecki, C; Mazon, AS; Agostinetto, D; Vargas, L				Piasecki, C.; Mazon, A. S.; Agostinetto, D.; Vargas, L.			GLYPHOSATE RESISTANCE AFFECT THE PHYSIOLOGICAL QUALITY OF Conyza bonariensis SEEDS	PLANTA DANINHA																Piasecki, Cristiano/F-1840-2017	Piasecki, Cristiano/0000-0002-2868-6863; Agostinetto, Dirceu/0000-0001-6069-0355												0100-8358	1806-9681					2019	37								e019213902	10.1590/S0100-83582019370100145							WOS:000501508800001						
J	Balestrin, D; Martins, SV; Fonseca, W; Cosimo, LHE				Balestrin, Diego; Martins, Sebastiao Venancio; Fonseca, Wesley; Elias Cosimo, Luiz Henrique			RELATIONSHIP BETWEEN SOIL SEED BANK AND CANOPY COVERAGE IN A MINED AREA	REVISTA ARVORE																	Balestrin, Diego/0000-0002-4639-4231												0100-6762						2019	43	4							e430403	10.1590/1806-90882019000400003							WOS:000499651900003						
J	Yang, Y; Chen, JG; Song, B; Niu, Y; Peng, DL; Zhang, JW; Deng, T; Luo, D; Ma, XG; Zhou, Z; Sun, H				Yang, Yang; Chen, Jianguo; Song, Bo; Niu, Yang; Peng, Deli; Zhang, Jianwen; Deng, Tao; Luo, Dong; Ma, Xiangguang; Zhou, Zhuo; Sun, Hang			Advances in the studies of plant diversity and ecological adaptation in the subnival ecosystem of the Qinghai-Tibet Plateau	CHINESE SCIENCE BULLETIN-CHINESE																													0023-074X	2095-9419					2019	64	27					2856	2864		10.1360/TB-2019-0054							WOS:000496463900011						
J	Takenaka, S; Yamamoto, R; Nakamura, C				Takenaka, Shotaro; Yamamoto, Ryohei; Nakamura, Chiharu			Differential and interactive effects of cytoplasmic substitution and seed ageing on submergence stress response in wheat (Triticum aestivum L.)	BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT																													1310-2818	1314-3530				JAN 1	2019	33	1					75	85		10.1080/13102818.2018.1549960							WOS:000495874200001						
J	Mikatadze-Panstulaia, T; Kolbaia, S; Gogoladze, A				Mikatadze-Panstulaia, Tsira; Kolbaia, Sandro; Gogoladze, Ana			Safeguarding Wild Plant Genetic Resources of Georgia within the Millennium Seed Bank Partnership	EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT																													2239-5938	2239-6101					2019	8	4			SI		37	42		10.14207/ejsd.2019.v8n4p37							WOS:000488625400004						
J	Concenco, G; Andres, A; Schreiber, F; Silva, AF; Moisinho, IS; Coradini, MC				Concenco, G.; Andres, A.; Schreiber, F.; Silva, A. F.; Moisinho, I. S.; Coradini, M. C.			CHARACTERIZATION OF THE WEED FLORA IN RICE AREAS UNDER DISTINCT CROPPING SYSTEMS AND HERBICIDE MANAGEMENTS	PLANTA DANINHA																da Silva, Antonio Alberto/AAH-5320-2019													0100-8358	1806-9681					2019	37								e019193419	10.1590/S0100-83582019370100089							WOS:000488983000001						
B	Slattery, M; Lesser, MP		Loya, Y; Puglise, KA; Bridge, TCL		Slattery, Marc; Lesser, Michael P.			The Bahamas and Cayman Islands	MESOPHOTIC CORAL ECOSYSTEMS	Coral Reefs of the World																														978-3-319-92735-0; 978-3-319-92734-3				2019	12						47	56		10.1007/978-3-319-92735-0_3	10.1007/978-3-319-92735-0						WOS:000487754900004						
J	Yao, X; Chai, Q; Chen, TX; Chen, ZJ; Wei, XK; Bao, GS; Song, ML; Wei, WR; Zhang, XX; Li, CJ; Nan, ZB				Yao, Xiang; Chai, Qing; Chen, Taixiang; Chen, Zhenjiang; Wei, Xuekai; Bao, Gensheng; Song, Meiling; Wei, Wanrong; Zhang, Xingxu; Li, Chunjie; Nan, Zhibiao			Disturbance by grazing and the presence of rodents facilitates the dominance of the unpalatable grass Achnatherum inebrians in alpine meadows of northern China	RANGELAND JOURNAL																Li, Chunjie/G-4988-2012	Li, Chunjie/0000-0002-3287-2140												1036-9872	1834-7541					2019	41	4					301	312		10.1071/RJ18096							WOS:000487036500002						
J	Franceschi, CRB; Smidt, EC; Vieira, LN; Ribas, LLF				Franceschi, Cristina R. B.; Smidt, Eric C.; Vieira, Leila N.; Ribas, Luciana L. F.			Storage and in vitro germination of orchids (Orchidaceae) seeds from Atlantic Forest - Brazil	ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS																													0001-3765	1678-2690					2019	91	3							UNSP e20180439	10.1590/0001-3765201920180439							WOS:000486665600001	31531531					
J	Sumina, OI; Koptseva, EM				Sumina, Olga, I; Koptseva, Elena M.			Seed distribution drivers at an early stage of vegetation development in a sand quarry	VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-BIOLOGIYA																													1998-8591	2311-2077					2019		46					48	63		10.17223/19988591/46/3							WOS:000486963500003						
J	Gioria, M; O'Flynn, C; Osborne, BA				Gioria, Margherita; O'Flynn, Colette; Osborne, Bruce A.			MANAGING INVASIONS BY TERRESTRIAL ALIEN PLANTS IN IRELAND: CHALLENGES AND OPPORTUNITIES	BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY																													0791-7945	2009-003X					2019	119B	1					37	61		10.3318/BIOE.2019.04							WOS:000485212600005						
J	Brits, GJ; Manning, JC				Brits, G. J.; Manning, J. C.			Seed structure and physiology in relation to recruitment ecology in Leucospermum (Proteaceae) in fynbos	AUSTRALIAN JOURNAL OF BOTANY																													0067-1924	1444-9862					2019	67	4					290	308		10.1071/BT18199							WOS:000479094800002						
J	White, DJ; Vesk, PA				White, Daniel J.; Vesk, Peter A.			Fire and legacy effects of logging on understorey assemblages in wet-sclerophyll forests	AUSTRALIAN JOURNAL OF BOTANY																													0067-1924	1444-9862					2019	67	4					341	357		10.1071/BT18171							WOS:000479094800005						
B	Martini, IP; Jefferies, RL; Morrison, RIG; Abraham, KF; Sergienko, LA		Perillo, GME; Wolanski, E; Cahoon, DR; Hopkinson, CS		Martini, I. Peter; Jefferies, Robert L.; Morrison, R. I. Guy; Abraham, Kenneth F.; Sergienko, Liudmila A.			Northern Polar Coastal Wetlands: Development, Structure, and Land Use	COASTAL WETLANDS: AN INTEGRATED ECOSYSTEM APPROACH, 2ND EDITION																															978-0-44-463894-6; 978-0-444-63893-9				2019							153	186		10.1016/B978-0-444-63893-9.00004-6	10.1016/C2015-0-04343-X						WOS:000474201300005						
B	Baldwin, AH; Hammerschlag, RS; Cahoon, DR		Perillo, GME; Wolanski, E; Cahoon, DR; Hopkinson, CS		Baldwin, Andrew H.; Hammerschlag, Richard S.; Cahoon, Donald R.			Evaluating Restored Tidal Freshwater Wetlands	COASTAL WETLANDS: AN INTEGRATED ECOSYSTEM APPROACH, 2ND EDITION																															978-0-44-463894-6; 978-0-444-63893-9				2019							889	912		10.1016/B978-0-444-63893-9.00025-3	10.1016/C2015-0-04343-X						WOS:000474201300025						
J	Menezes, JC; Neto, OCC; Azevedo, IFP; Machado, AO; Nunes, YRF				Menezes, Josiane Carvalho; Cruz Neto, Ozorino Caldeira; Pinheiro Azevedo, Islaine Franciely; Machado, Adriana Oliveira; Ferreira Nunes, Yule Roberta			Soil Seed Bank at Different Depths and Light Conditions in a Dry Forest in Northern Minas Gerais	FLORESTA E AMBIENTE																NUNES, YULE/AAD-5722-2019; Nunes, Yule/AAA-9395-2019	NUNES, YULE/0000-0003-3328-7506; 												2179-8087						2019	26	2							e20170314	10.1590/2179-8087.031417							WOS:000463423100011						
J	Saska, P; Honek, A; Foffova, H; Martinkova, Z				Saska, Pavel; Honek, Alois; Foffova, Hana; Martinkova, Zdenka			Burial-induced changes in the seed preferences of carabid beetles (Coleoptera: Carabidae)	EUROPEAN JOURNAL OF ENTOMOLOGY																														1802-8829					2019	116						133	140		10.14411/eje.2019.015							WOS:000473414400001						
J	Anto, M; Angala, M; Jothish, PS; Anilkumar, C				Anto, M.; Angala, M.; Jothish, P. S.; Anilkumar, C.			Conservation of Garcinia imberti Bourd. through seeds	PLANT SCIENCE TODAY																													2348-1900						2019	6	2					243	251		10.14719/pst.2019.6.2.518							WOS:000473360100013						
J	Tounekti, T; Mahdhi, M; Khemira, H				Tounekti, Taieb; Mahdhi, Mosbah; Khemira, Habib			Ethnobotanical Study of Indigenous Medicinal Plants of Jazan Region, Saudi Arabia	EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE																mosbah, MAHDHI/I-1253-2019; TOUNEKTI, TAIEB/L-6189-2015	mosbah, MAHDHI/0000-0003-3102-2141; TOUNEKTI, TAIEB/0000-0001-7296-2338												1741-427X	1741-4288					2019									3190670	10.1155/2019/3190670							WOS:000471912600001	31275409					
J	Peng, DL; Sun, L; Pritchard, HW; Yang, J; Sun, H; Li, ZM				Peng, Deli; Sun, Lu; Pritchard, Hugh W.; Yang, Juan; Sun, Hang; Li, Zhimin			Species distribution modelling and seed germination of four threatened snow lotus (Saussurea), and their implication for conservation	GLOBAL ECOLOGY AND CONSERVATION																	Sun, Lu/0000-0002-7688-6472												2351-9894					JAN	2019	17								e00565	10.1016/j.gecco.2019.e00565							WOS:000465448800072						
J	Martinez-Moreno, F; Solis, I				Martinez-Moreno, Fernando; Solis, Ignacio			Wheat rust evolution in Spain: an historical review	PHYTOPATHOLOGIA MEDITERRANEA																Martinez-Moreno, Fernando/AAA-7225-2020	Martinez Moreno, Fernando/0000-0001-5852-1851												0031-9465						2019	58	1					3	16		10.13128/Phytopathol_Mediterr-22561							WOS:000467946700001						
J	Nair, DS; Reghunath, BR; Soni, KB; Alex, S				Nair, Deepa S.; Reghunath, B. R.; Soni, K. B.; Alex, Swapna			CRYOPRESERVATION OF ENCAPSULATED AXILLARY BUDS OF Clitoria ternatea (L.)	CRYOLETTERS																													0143-2044	1742-0644				JAN	2019	40	1					28	35									WOS:000467311100005	30955028					
J	Gray, F; Cochrane, A; Poot, P				Gray, Friday; Cochrane, Anne; Poot, Pieter			Provenance modulates sensitivity of stored seeds of the Australian native grass Neurachne alopecuroidea to temperature and moisture availability	AUSTRALIAN JOURNAL OF BOTANY																													0067-1924	1444-9862					2019	67	2					106	115		10.1071/BT18240							WOS:000466845400003						
J	Matesanz, S; Ramos-Munoz, M; Blanco-Sanchez, M; Garcia-Fernandez, A; Sanchez, AM; Escudero, A				Matesanz, S.; Ramos-Munoz, M.; Blanco-Sanchez, M.; Garcia-Fernandez, A.; Sanchez, A. M.; Escudero, A.			Migration, genetic variation and phenotypic plasticity of gypsophiles and their role on climate change responses	ECOSISTEMAS																Matesanz, Silvia/L-5153-2014	Matesanz, Silvia/0000-0003-0060-6136												1697-2473					JAN-APR	2019	28	1					48	59		10.7818/ECOS.1525							WOS:000466522300006						
J	Ocampo-Zuleta, K; Bravo, S				Ocampo-Zuleta, K.; Bravo, S.			Recruitment of woody species in tropical forests exposed to wildlandfires: an overview	ECOSISTEMAS																	Bravo, Sandra/0000-0001-6098-7255; Ocampo Zuleta, Korina/0000-0001-7380-7751												1697-2473					JAN-APR	2019	28	1					106	117		10.7818/ECOS.1642							WOS:000466522300012						
J	Albrecht, H; Pukacz, A; Raabe, U; Altenfelder, S				Albrecht, Harald; Pukacz, Andrzej; Raabe, Uwe; Altenfelder, Sara			Effects of habitat conditions on the diversity and species composition o plants in the soil seed bank of temporarily flooded field depressions	PHYTOCOENOLOGIA																Pukacz, Andrzej/L-7757-2014	Pukacz, Andrzej/0000-0002-2395-1680												0340-269X						2019	49	2					149	163		10.1127/phyto/2018/0277							WOS:000466531800003						
