"Author","Year","Title","Journal","Doi","URL"
"Meyer, SE; Stewart, TE; Clement, S",2010,"The quick and the deadly: growth vs virulence in a seed bank pathogen","NEW PHYTOLOGIST","10.1111/j.1469-8137.2010.03255.x","http://doi.org/10.1111/j.1469-8137.2010.03255.x"
"Plue, J; Van Gils, B; Peppler-Lisbach, C; De Schrijver, A; Verheyen, K; Hermy, M",2010,"Seed-bank convergence under different tree species during forest development","PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","10.1016/j.ppees.2010.03.001","http://doi.org/10.1016/j.ppees.2010.03.001"
"Klimkowska, A; Van Diggelen, R; Grootjans, AP; Kotowski, W",2010,"Prospects for fen meadow restoration on severely degraded fens","PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","10.1016/j.ppees.2010.02.004","http://doi.org/10.1016/j.ppees.2010.02.004"
"Salter, J; Morris, K; Read, J; Boon, PI",2010,"Impact of long-term, saline flooding on condition and reproduction of the clonal wetland tree, Melaleuca ericifolia (Myrtaceae)","PLANT ECOLOGY","10.1007/s11258-009-9623-2","http://doi.org/10.1007/s11258-009-9623-2"
"Klimkowska, A; Bekker, RM; Van Diggelen, R; Kotowski, W",2010,"Species trait shifts in vegetation and soil seed bank during fen degradation","PLANT ECOLOGY","10.1007/s11258-009-9624-1","http://doi.org/10.1007/s11258-009-9624-1"
"Landova, M; Hamouzova, K; Soukup, J; Jursik, M; Holec, J; Squire, GR",2010,"Population density and soil seed bank of weed beet as influenced by crop sequence and soil tillage","PLANT SOIL AND ENVIRONMENT","10.17221/1457-PSE","http://doi.org/10.17221/1457-PSE"
"Gardener, MR; Cordell, S; Anderson, M; Tunnicliffe, RD",2010,"Evaluating the long-term project to eradicate the rangeland weed Martynia annua L.: linking community with conservation","RANGELAND JOURNAL","10.1071/RJ10029","http://doi.org/10.1071/RJ10029"
"Gardener, MR; Atkinson, R; Renteria, JL",2010,"Eradications and People: Lessons from the Plant Eradication Program in Galapagos","RESTORATION ECOLOGY","10.1111/j.1526-100X.2009.00614.x","http://doi.org/10.1111/j.1526-100X.2009.00614.x"
"Rodrigues, BD; Martins, SV; Leite, HG",2010,"EVALUATION OF THE LITTER AND SOIL SEED BANK TRANSPOSITION AS A FOREST RESTORATION OF DEGRADED AREAS METHODOLOGY","REVISTA ARVORE","10.1590/S0100-67622010000100008","http://doi.org/10.1590/S0100-67622010000100008"
"Reis, A; Bechara, FC; Tres, DR",2010,"Nucleation in tropical ecological restoration","SCIENTIA AGRICOLA","10.1590/S0103-90162010000200018","http://doi.org/10.1590/S0103-90162010000200018"
"Tian, MH; Tang, AJ",2010,"Seed desiccation sensitivity of Quercus fabri and Castanopsis fissa (Fagaceae)","SEED SCIENCE AND TECHNOLOGY","10.15258/sst.2010.38.1.23","http://doi.org/10.15258/sst.2010.38.1.23"
"Pai, A; McCarthy, BC",2010,"The influence of environmental factors on the germination of Acorus calamus seeds","SEED SCIENCE AND TECHNOLOGY","10.15258/sst.2010.38.2.12","http://doi.org/10.15258/sst.2010.38.2.12"
"de Souza, VC; Agra, PFM; de Andrade, LA; de Oliveira, IG; de Oliveira, LS",2010,"Germination of seeds of the invasive plant Sesbania virgata (Cav.) Pers. under effects of light, temperature, and dormancy overcoming","SEMINA-CIENCIAS AGRARIAS","10.5433/1679-0359.2010v31n4p889","http://doi.org/10.5433/1679-0359.2010v31n4p889"
"Whitaker, C; Beckett, RP; Minibayeva, FV; Kranner, I",2010,"Production of reactive oxygen species in excised, desiccated and cryopreserved explants of Trichilia dregeana Sond","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2009.09.008","http://doi.org/10.1016/j.sajb.2009.09.008"
"Nordbakken, JF; Rydgren, K; Auestad, I; Austad, I",2010,"Successful creation of species-rich grassland on road verges depend on various methods for seed transfer","URBAN FORESTRY & URBAN GREENING","10.1016/j.ufug.2009.10.004","http://doi.org/10.1016/j.ufug.2009.10.004"
"Sutherland, S; Nelson, CR",2010,"Nonnative Plant Response to Silvicultural Treatments: A Model Based on Disturbance, Propagule Pressure, and Competitive Abilities","WESTERN JOURNAL OF APPLIED FORESTRY","10.1093/wjaf/25.1.27","http://doi.org/10.1093/wjaf/25.1.27"
"Ganteaume, A; Marielle, J; Corinne, LM; Thomas, C; Laurent, B",2009,"Fuel characterization and effects of wildfire recurrence on vegetation structure on limestone soils in southeastern France","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2009.07.021","http://doi.org/10.1016/j.foreco.2009.07.021"
"Tellier, A; Brown, JKM",2009,"The Influence of Perenniality and Seed Banks on Polymorphism in Plant-Parasite Interactions","AMERICAN NATURALIST","10.1086/646603","http://doi.org/10.1086/646603"
"Turner, SR; Merritt, DJ; Renton, MS; Dixon, KW",2009,"Seed moisture content affects afterripening and smoke responsiveness in three sympatric Australian native species from fire-prone environments","AUSTRAL ECOLOGY","10.1111/j.1442-9993.2009.01993.x","http://doi.org/10.1111/j.1442-9993.2009.01993.x"
"Cordell, S; Ostertag, R; Rowe, B; Sweinhart, L; Vasquez-Radonic, L; Michaud, J; Cole, TC; Schulten, JR",2009,"Evaluating barriers to native seedling establishment in an invaded Hawaiian lowland wet forest","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2009.07.033","http://doi.org/10.1016/j.biocon.2009.07.033"
"Meulebrouck, K; Verheyen, K; Brys, R; Hermy, M",2009,"Metapopulation viability of an endangered holoparasitic plant in a dynamic landscape","ECOGRAPHY","10.1111/j.1600-0587.2009.05861.x","http://doi.org/10.1111/j.1600-0587.2009.05861.x"
"Matthews, JW; Peralta, AL; Flanagan, DN; Baldwin, PM; Soni, A; Kent, AD; Endress, AG",2009,"Relative influence of landscape vs. local factors on plant community assembly in restored wetlands","ECOLOGICAL APPLICATIONS","10.1890/08-1836.1","http://doi.org/10.1890/08-1836.1"
"Oster, M; Ask, K; Cousins, SAO; Eriksson, O",2009,"Dispersal and establishment limitation reduces the potential for successful restoration of semi-natural grassland communities on former arable fields","JOURNAL OF APPLIED ECOLOGY","10.1111/j.1365-2664.2009.01721.x","http://doi.org/10.1111/j.1365-2664.2009.01721.x"
"Pacheco, G; Gagliardi, RF; Valls, JFM; Mansur, E",2009,"Micropropagation and in vitro conservation of wild Arachis species","PLANT CELL TISSUE AND ORGAN CULTURE","10.1007/s11240-009-9599-6","http://doi.org/10.1007/s11240-009-9599-6"
"Rodriguez, C; Garcia, MA",2009,"Seed-bank dynamics of the tropical weed Sida rhombifolia (Malvaceae): incidence of seedling emergence, predators and pathogens","SEED SCIENCE RESEARCH","10.1017/S0960258509990146","http://doi.org/10.1017/S0960258509990146"
"Jayasuriya, KMGG; Baskin, JM; Tekrony, DM; Baskin, CC",2009,"Sensitivity cycling to physical dormancy break and seed vigour of two Ipomoea species (Convolvulaceae)","SEED SCIENCE RESEARCH","10.1017/S0960258509990158","http://doi.org/10.1017/S0960258509990158"
"Kelly, CK; Bowler, MG",2009,"Investigating the role of enemies in temporal dynamics: Differential sensitivity, competition and stable coexistence","THEORETICAL POPULATION BIOLOGY","10.1016/j.tpb.2009.09.001","http://doi.org/10.1016/j.tpb.2009.09.001"
"Tricault, Y; Darmency, H; Colbach, N",2009,"Identifying key components of weed beet management using sensitivity analyses of the GeneSys-Beet model in GM sugar beet","WEED RESEARCH","10.1111/j.1365-3180.2009.00729.x","http://doi.org/10.1111/j.1365-3180.2009.00729.x"
"Howard, RJ; Wells, CJ",2009,"Plant community establishment following drawdown of a reservoir in southern Arkansas, USA","WETLANDS ECOLOGY AND MANAGEMENT","10.1007/s11273-009-9134-x","http://doi.org/10.1007/s11273-009-9134-x"
"Saayman, N; Morris, CD; Hardy, MB; Botha, JC",2009,"Can brush-cutting of Pteronia paniculata improve the composition and productivity of veld in the Succulent Karoo, South Africa?","AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE","10.2989/AJRF.2009.26.3.9.954","http://doi.org/10.2989/AJRF.2009.26.3.9.954"
"Lopez-Bellido, RJ; Benitez-Vega, J; Lopez-Bellido, L",2009,"No-Tillage Improves Broomrape Control with Glyphosate in Faba-Bean","AGRONOMY JOURNAL","10.2134/agronj2009.0014","http://doi.org/10.2134/agronj2009.0014"
"Sederias, J; Colman, B",2009,"Inhibition of Chara vulgaris oospore germination by sulfidic sediments","AQUATIC BOTANY","10.1016/j.aquabot.2009.07.006","http://doi.org/10.1016/j.aquabot.2009.07.006"
"Ma, MJ; Du, GZ; Zhou, XH",2009,"Role of the Soil Seed Bank during Succession in a Subalpine Meadow on the Tibetan Plateau","ARCTIC ANTARCTIC AND ALPINE RESEARCH","10.1657/1938-4246-41.4.999","http://doi.org/10.1657/1938-4246-41.4.999"
"Busso, CA; Bonvissuto, GL",2009,"Soil seed bank in and between vegetation patches in arid Patagonia, Argentina","ENVIRONMENTAL AND EXPERIMENTAL BOTANY","10.1016/j.envexpbot.2009.01.003","http://doi.org/10.1016/j.envexpbot.2009.01.003"
"Sanchez-Yelamo, MD",2009,"Relationships in the Diplotaxis-Erucastrum-Brassica complex (Brassicaceae) evaluated from isoenzymatic profiles of the accessions as a whole. Applications for characterisation of phytogenetic resources preserved ex situ","GENETIC RESOURCES AND CROP EVOLUTION","10.1007/s10722-009-9423-5","http://doi.org/10.1007/s10722-009-9423-5"
"Sahib, N; Rhazi, L; Rhazi, M; Grillas, P",2009,"Experimental study of the effect of hydrology and mechanical soil disturbance on plant communities in Mediterranean temporary pools in Western Morocco","HYDROBIOLOGIA","10.1007/s10750-009-9894-6","http://doi.org/10.1007/s10750-009-9894-6"
"Herrera, I; Nassar, JM",2009,"Reproductive and recruitment traits as indicators of the invasive potential of Kalanchoe daigremontiana (Crassulaceae) and Stapelia gigantea (Apocynaceae) in a Neotropical arid zone","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2009.05.004","http://doi.org/10.1016/j.jaridenv.2009.05.004"
"Alexander, HM; Pilson, D; Moody-Weis, J; Slade, NA",2009,"Geographic variation in dynamics of an annual plant with a seed bank","JOURNAL OF ECOLOGY","10.1111/j.1365-2745.2009.01581.x","http://doi.org/10.1111/j.1365-2745.2009.01581.x"
"Taylor, K",2009,"Biological Flora of the British Isles: Urtica dioica L.","JOURNAL OF ECOLOGY","10.1111/j.1365-2745.2009.01575.x","http://doi.org/10.1111/j.1365-2745.2009.01575.x"
"Cherwin, KL; Seastedt, TR; Suding, KN",2009,"Effects of Nutrient Manipulations and Grass Removal on Cover, Species Composition, and Invasibility of a Novel Grassland in Colorado","RESTORATION ECOLOGY","10.1111/j.1526-100X.2008.00418.x","http://doi.org/10.1111/j.1526-100X.2008.00418.x"
"Spiegelberger, T; Muller-Scharer, H; Matthies, D; Schaffner, U",2009,"Sawdust Addition Reduces the Productivity of Nitrogen-Enriched Mountain Grasslands","RESTORATION ECOLOGY","10.1111/j.1526-100X.2008.00424.x","http://doi.org/10.1111/j.1526-100X.2008.00424.x"
"Oldfield, SF",2009,"Botanic gardens and the conservation of tree species","TRENDS IN PLANT SCIENCE","10.1016/j.tplants.2009.08.013","http://doi.org/10.1016/j.tplants.2009.08.013"
"Li, DZ; Pritchard, HW",2009,"The science and economics of ex situ plant conservation","TRENDS IN PLANT SCIENCE","10.1016/j.tplants.2009.09.005","http://doi.org/10.1016/j.tplants.2009.09.005"
"Jha, P; Norsworthy, JK",2009,"Soybean Canopy and Tillage Effects on Emergence of Palmer Amaranth (Amaranthus palmeri) from a Natural Seed Bank","WEED SCIENCE","10.1614/WS-09-074.1","http://doi.org/10.1614/WS-09-074.1"
"Wang, J; Ren, H; Yang, L; Li, DY; Guo, QF",2009,"Soil seed banks in four 22-year-old plantations in South China: Implications for restoration","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2009.07.049","http://doi.org/10.1016/j.foreco.2009.07.049"
"Prober, S; Taylor, S; Edwards, R; Mills, B",2009,"Effectiveness of repeated autumn and spring fires for understorey restoration in weed-invaded temperate eucalypt woodlands","APPLIED VEGETATION SCIENCE","10.1111/j.1654-109X.2009.01039.x","http://doi.org/10.1111/j.1654-109X.2009.01039.x"
"Nadkarni, NM; Haber, WA",2009,"Canopy Seed Banks as Time Capsules of Biodiversity in Pasture-Remnant Tree Crowns","CONSERVATION BIOLOGY","10.1111/j.1523-1739.2009.01235.x","http://doi.org/10.1111/j.1523-1739.2009.01235.x"
"Corenblit, D; Steiger, J; Gurnell, AM; Tabacchi, E; Roques, L",2009,"Control of sediment dynamics by vegetation as a key function driving biogeomorphic succession within fluvial corridors","EARTH SURFACE PROCESSES AND LANDFORMS","10.1002/esp.1876","http://doi.org/10.1002/esp.1876"
"Ooi, MKJ; Auld, TD; Denham, AJ",2009,"Climate change and bet-hedging: interactions between increased soil temperatures and seed bank persistence","GLOBAL CHANGE BIOLOGY","10.1111/j.1365-2486.2009.01887.x","http://doi.org/10.1111/j.1365-2486.2009.01887.x"
"DeFalco, LA; Esque, TC; Kane, JM; Nicklas, MB",2009,"Seed banks in a degraded desert shrubland: Influence of soil surface condition and harvester ant activity on seed abundance","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2009.04.017","http://doi.org/10.1016/j.jaridenv.2009.04.017"
"Genovesi, B; Laabir, M; Masseret, E; Collos, Y; Vaquer, A; Grzebyk, D",2009,"Dormancy and germination features in resting cysts of Alexandrium tamarense species complex (Dinophyceae) can facilitate bloom formation in a shallow lagoon (Thau, southern France)","JOURNAL OF PLANKTON RESEARCH","10.1093/plankt/fbp066","http://doi.org/10.1093/plankt/fbp066"
"Rajaniemi, TK; Turkington, R; Goldberg, D",2009,"Community-level consequences of species interactions in an annual plant community","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01086.x","http://doi.org/10.1111/j.1654-1103.2009.01086.x"
"Li, FR; Zhao, LY; Zhang, H; Liu, JL; Lu, HY; Kang, LF",2009,"Habitat degradation, topography and rainfall variability interact to determine seed distribution and recruitment in a sand dune grassland","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01087.x","http://doi.org/10.1111/j.1654-1103.2009.01087.x"
"Maren, IE; Vandvik, V",2009,"Fire and regeneration: the role of seed banks in the dynamics of northern heathlands","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01091.x","http://doi.org/10.1111/j.1654-1103.2009.01091.x"
"Tsuyuzaki, S",2009,"Causes of plant community divergence in the early stages of volcanic succession","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01104.x","http://doi.org/10.1111/j.1654-1103.2009.01104.x"
"Azeez, JO",2009,"Effects of Nitrogen Application and Weed Interference on Performance of Some Tropical Maize Genotypes in Nigeria","PEDOSPHERE","10.1016/S1002-0160(09)60160-0","http://doi.org/10.1016/S1002-0160(09)60160-0"
"White, E; Vivian-Smith, G; Barnes, A",2009,"Variation in exotic and native seed arrival and recruitment of bird dispersed species in subtropical forest restoration and regrowth","PLANT ECOLOGY","10.1007/s11258-009-9587-2","http://doi.org/10.1007/s11258-009-9587-2"
"Phartyal, SS; Godefroid, S; Koedam, N",2009,"Seed development and germination ecophysiology of the invasive tree Prunus serotina (Rosaceae) in a temperate forest in Western Europe","PLANT ECOLOGY","10.1007/s11258-009-9591-6","http://doi.org/10.1007/s11258-009-9591-6"
"Miranda, IS; Mitja, D; Silva, TS",2009,"Mutual influence of forests and pastures on the seedbanks in the Eastern Amazon","WEED RESEARCH","10.1111/j.1365-3180.2009.00719.x","http://doi.org/10.1111/j.1365-3180.2009.00719.x"
"Montesinos, A; Tonsor, SJ; Alonso-Blanco, C; Pico, FX",2009,"Demographic and Genetic Patterns of Variation among Populations of Arabidopsis thaliana from Contrasting Native Environments","PLOS ONE","10.1371/journal.pone.0007213","http://doi.org/10.1371/journal.pone.0007213"
"Gazol, A; Ibanez, R",2009,"Different response to environmental factors and spatial variables of two attributes (cover and diversity) of the understorey layers","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2009.06.024","http://doi.org/10.1016/j.foreco.2009.06.024"
"Uchino, H; Iwama, K; Jitsuyama, Y; Yudate, T; Nakamura, S",2009,"Yield losses of soybean and maize by competition with interseeded cover crops and weeds in organic-based cropping systems","FIELD CROPS RESEARCH","10.1016/j.fcr.2009.06.013","http://doi.org/10.1016/j.fcr.2009.06.013"
"Orrock, JL; Hoisington-Lopez, JL",2009,"Mortality of exotic and native seeds in invaded and uninvaded habitats","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","10.1016/j.actao.2009.08.005","http://doi.org/10.1016/j.actao.2009.08.005"
"Parsons, D; Ramirez-Aviles, L; Cherney, JH; Ketterings, QM; Blake, RW; Nicholson, CF",2009,"Managing maize production in shifting cultivation milpa systems in Yucatan, through weed control and manure application","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2009.05.011","http://doi.org/10.1016/j.agee.2009.05.011"
"Goslee, S; Sanderson, M; Gonet, J",2009,"No Persistent Changes in Pasture Vegetation or Seed Bank Composition after Fallowing","AGRONOMY JOURNAL","10.2134/agronj2008.0243","http://doi.org/10.2134/agronj2008.0243"
"Sanchez-Lafuente, AM; Parra, R",2009,"Implications of a long-term, pollinator-mediated selection on floral traits in a generalist herb","ANNALS OF BOTANY","10.1093/aob/mcp140","http://doi.org/10.1093/aob/mcp140"
"Saatkamp, A; Affre, L; Dutoit, T; Poschlod, P",2009,"The seed bank longevity index revisited: limited reliability evident from a burial experiment and database analyses","ANNALS OF BOTANY","10.1093/aob/mcp148","http://doi.org/10.1093/aob/mcp148"
"Thornby, DF; Walker, SR",2009,"Simulating the evolution of glyphosate resistance in grains farming in northern Australia","ANNALS OF BOTANY","10.1093/aob/mcp152","http://doi.org/10.1093/aob/mcp152"
"Iponga, DM; Milton, SJ; Richardson, DM",2009,"Reproductive potential and seedling establishment of the invasive alien tree Schinus molle (Anacardiaceae) in South Africa","AUSTRAL ECOLOGY","10.1111/j.1442-9993.2009.01975.x","http://doi.org/10.1111/j.1442-9993.2009.01975.x"
"Nishihiro, J; Uesugi, R; Takagawa, S; Washitani, I",2009,"Toward the restoration of a sustainable population of a threatened aquatic plant, Nymphoides peltata: Integrated genetic/demographic studies and practices","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2009.05.012","http://doi.org/10.1016/j.biocon.2009.05.012"
"Collins, CD; Holt, RD; Foster, BL",2009,"Patch size effects on plant species decline in an experimentally fragmented landscape","ECOLOGY","10.1890/08-1405.1","http://doi.org/10.1890/08-1405.1"
"Eisenhauer, N; Straube, D; Johnson, EA; Parkinson, D; Scheu, S",2009,"Exotic Ecosystem Engineers Change the Emergence of Plants from the Seed Bank of a Deciduous Forest","ECOSYSTEMS","10.1007/s10021-009-9275-z","http://doi.org/10.1007/s10021-009-9275-z"
"Nichols, PGH; Cocks, PS; Francis, CM",2009,"Evolution over 16 years in a bulk-hybrid population of subterranean clover (Trifolium subterraneum L.) at two contrasting sites in south-western Australia","EUPHYTICA","10.1007/s10681-009-9906-7","http://doi.org/10.1007/s10681-009-9906-7"
"Deng, ZF; Deng, ZW; An, SQ; Wang, ZS; Liu, YH; Yan, OY; Zhou, CF; Zhi, YB; Li, HL",2009,"Habitat choice and seed-seedling conflict of Spartina alterniflora on the coast of China","HYDROBIOLOGIA","10.1007/s10750-009-9822-9","http://doi.org/10.1007/s10750-009-9822-9"
"Meert, DR; Hester, MW",2009,"Response of a Louisiana Oligohaline Marsh Plant Community to Nutrient Availability and Disturbance","JOURNAL OF COASTAL RESEARCH","10.2112/SI54-014.1","http://doi.org/10.2112/SI54-014.1"
"Gioria, M; Osborne, B",2009,"The impact of Gunnera tinctoria (Molina) Mirbel invasions on soil seed bank communities","JOURNAL OF PLANT ECOLOGY","10.1093/jpe/rtp013","http://doi.org/10.1093/jpe/rtp013"
"Zipperle, AM; Coyer, JA; Reise, K; Gitz, E; Stam, WT; Olsen, JL",2009,"Clonal architecture in an intertidal bed of the dwarf eelgrass Zostera noltii in the Northern Wadden Sea: persistence through extreme physical perturbation and the importance of a seed bank","MARINE BIOLOGY","10.1007/s00227-009-1244-8","http://doi.org/10.1007/s00227-009-1244-8"
"Van Rossum, F",2009,"Pollen dispersal and genetic variation in an early-successional forest herb in a peri-urban forest","PLANT BIOLOGY","10.1111/j.1438-8677.2008.00176.x","http://doi.org/10.1111/j.1438-8677.2008.00176.x"
"Caners, RT; Macdonald, SE; Belland, RJ",2009,"Recolonization potential of bryophyte diaspore banks in harvested boreal mixed-wood forest","PLANT ECOLOGY","10.1007/s11258-008-9565-0","http://doi.org/10.1007/s11258-008-9565-0"
"Wagner, I; Simons, AM",2009,"Divergence in germination traits among arctic and alpine populations of Koenigia islandica: light requirements","PLANT ECOLOGY","10.1007/s11258-009-9578-3","http://doi.org/10.1007/s11258-009-9578-3"
"Andreu, MG; Hedman, CW; Friedman, MH; Andreu, AG",2009,"Can Managers Bank on Seed Banks When Restoring Pinus taeda L. Plantations in Southwest Georgia?","RESTORATION ECOLOGY","10.1111/j.1526-100X.2008.00457.x","http://doi.org/10.1111/j.1526-100X.2008.00457.x"
"Gruber, S; Claupein, W",2009,"Effect of tillage intensity on weed infestation in organic farming","SOIL & TILLAGE RESEARCH","10.1016/j.still.2009.06.001","http://doi.org/10.1016/j.still.2009.06.001"
"Senarathne, SHS; Sangakkara, RU",2009,"Effect of different weed management systems on the weed populations, and seedbank composition and distribution in tropical coconut plantations","WEED BIOLOGY AND MANAGEMENT","10.1111/j.1445-6664.2009.00341.x","http://doi.org/10.1111/j.1445-6664.2009.00341.x"
"Ichihara, M; Yamashita, M; Sawada, H; Kida, Y; Asai, M",2009,"Influence of after-ripening environments on the germination characteristics and seed fate of Italian ryegrass (Lolium multiflorum)","WEED BIOLOGY AND MANAGEMENT","10.1111/j.1445-6664.2009.00342.x","http://doi.org/10.1111/j.1445-6664.2009.00342.x"
"Izquierdo, J; Blanco-Moreno, JM; Chamorro, L; Recasens, J; Sans, FX",2009,"Spatial Distribution and Temporal Stability of Prostrate Knotweed (Polygonum aviculare) and Corn Poppy (Papaver rhoeas) Seed Bank in a Cereal Field","WEED SCIENCE","10.1614/WS-08-174.1","http://doi.org/10.1614/WS-08-174.1"
"Smith, RG; Jabbour, R; Hulting, AG; Barbercheck, ME; Mortensen, DA",2009,"Effects of Initial Seed-Bank Density on Weed Seedling Emergence during the Transition to an Organic Feed-Grain Crop Rotation","WEED SCIENCE","10.1614/WS-09-031.1","http://doi.org/10.1614/WS-09-031.1"
"van der Valk, AG; Toth, LA; Gibney, EB; Mason, DH; Wetzel, PR",2009,"POTENTIAL PROPAGULE SOURCES FOR REESTABLISHING VEGETATION ON THE FLOODPLAIN OF THE KISSIMMEE RIVER, FLORIDA, USA","WETLANDS","10.1007/BF03173624","http://doi.org/10.1007/BF03173624"
"Johnstone, J; Boby, L; Tissier, E; Mack, M; Verbyla, D; Walker, X",2009,"Postfire seed rain of black spruce, a semiserotinous conifer, in forests of interior Alaska","CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE","10.1139/X09-068","http://doi.org/10.1139/X09-068"
"Yan, QL; Liu, ZM; Zhu, JJ",2009,"Temporal variation of soil seed banks in two different dune systems in northeastern Inner Mongolia, China","ENVIRONMENTAL GEOLOGY","10.1007/s00254-008-1535-2","http://doi.org/10.1007/s00254-008-1535-2"
"Pirk, GI; di Pasquo, F; de Casenave, JL",2009,"Diet of two sympatric Pheidole spp. ants in the central Monte desert: implications for seed-granivore interactions","INSECTES SOCIAUX","10.1007/s00040-009-0021-5","http://doi.org/10.1007/s00040-009-0021-5"
"Martin, KL; Kirkman, LK",2009,"Management of ecological thresholds to re-establish disturbance-maintained herbaceous wetlands of the south-eastern USA","JOURNAL OF APPLIED ECOLOGY","10.1111/j.1365-2664.2009.01659.x","http://doi.org/10.1111/j.1365-2664.2009.01659.x"
"Wright, BR; Clarke, PJ",2009,"Fire, aridity and seed banks. What does seed bank composition reveal about community processes in fire-prone desert?","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01051.x","http://doi.org/10.1111/j.1654-1103.2009.01051.x"
"Lanta, V; Leps, J",2009,"How does surrounding vegetation affect the course of succession: A five-year container experiment","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01061.x","http://doi.org/10.1111/j.1654-1103.2009.01061.x"
"Hopfensperger, KN; Engelhardt, KAM; Lookingbill, TR",2009,"Vegetation and seed bank dynamics in a tidal freshwater marsh","JOURNAL OF VEGETATION SCIENCE","10.1111/j.1654-1103.2009.01083.x","http://doi.org/10.1111/j.1654-1103.2009.01083.x"
"Arnaud, JF; Fenart, S; Gode, C; Deledicque, S; Touzet, P; Cuguen, J",2009,"Fine-scale geographical structure of genetic diversity in inland wild beet populations","MOLECULAR ECOLOGY","10.1111/j.1365-294X.2009.04279.x","http://doi.org/10.1111/j.1365-294X.2009.04279.x"
"Zenni, RD; Wilson, JRU; Le Roux, JJ; Richardson, DM",2009,"Evaluating the invasiveness of Acacia paradoxa in South Africa","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2009.04.001","http://doi.org/10.1016/j.sajb.2009.04.001"
"Yeaton, RI; Flores, JLF",2009,"Community structure of a southern Chihuahuan Desert grassland under different grazing pressures","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2009.04.004","http://doi.org/10.1016/j.sajb.2009.04.004"
"Izquierdo, J; Blanco-Moreno, JM; Chamorro, L; Gonzalez-Andujar, JL; Sans, FX",2009,"Spatial distribution of weed diversity within a cereal field","AGRONOMY FOR SUSTAINABLE DEVELOPMENT","10.1051/agro/2009009","http://doi.org/10.1051/agro/2009009"
"Rodrigo, MA; Alonso-Guillen, JL; Cirujano, S; Soulie-Marsche, I",2009,"Former charophyte communities in l'Albufera de Valencia revealed by a study of the sediment bank oospores","ANALES DEL JARDIN BOTANICO DE MADRID","10.3989/ajbm.2214","http://doi.org/10.3989/ajbm.2214"
"Steinhardt, T; Selig, U",2009,"Comparison of recent vegetation and diaspore banks along abiotic gradients in brackish coastal lagoons","AQUATIC BOTANY","10.1016/j.aquabot.2009.01.004","http://doi.org/10.1016/j.aquabot.2009.01.004"
"Trites, M; Bayley, SE",2009,"Vegetation communities in continental boreal wetlands along a salinity gradient: Implications for oil sands mining reclamation","AQUATIC BOTANY","10.1016/j.aquabot.2009.01.003","http://doi.org/10.1016/j.aquabot.2009.01.003"
"Neill, C; Bezerra, MO; McHorney, R; O'Dea, CB",2009,"Distribution, species composition and management implications of seed banks in southern New England coastal plain ponds","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2009.01.020","http://doi.org/10.1016/j.biocon.2009.01.020"
"Gruber, S; Emrich, K; Claupein, W",2009,"Classification of canola (Brassica napus) winter cultivars by secondary dormancy","CANADIAN JOURNAL OF PLANT SCIENCE","10.4141/CJPS08190","http://doi.org/10.4141/CJPS08190"
"Gonzalez-Alday, J; Marrs, RH; Martinez-Ruiz, C",2009,"Soil seed bank formation during early revegetation after hydroseeding in reclaimed coal wastes","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2009.03.007","http://doi.org/10.1016/j.ecoleng.2009.03.007"
"Ayre, DJ; Ottewell, KM; Krauss, SL; Whelan, RJ",2009,"Genetic structure of seedling cohorts following repeated wildfires in the fire-sensitive shrub Persoonia mollis ssp nectens","JOURNAL OF ECOLOGY","10.1111/j.1365-2745.2009.01516.x","http://doi.org/10.1111/j.1365-2745.2009.01516.x"
"Prada, D",2009,"Molecular population genetics and agronomic alleles in seed banks: searching for a needle in a haystack?","JOURNAL OF EXPERIMENTAL BOTANY","10.1093/jxb/erp130","http://doi.org/10.1093/jxb/erp130"
